protein	log2FC	p-val
sp|P75915|YCDY_ECOLI	-0.741	9.308e-06
sp|P24171|DCP_ECOLI	0.325	0.001
sp|P61889|MDH_ECOLI	-0.198	0.025
sp|P05041|PABB_ECOLI	-0.302	0.318
sp|P19926|AGP_ECOLI	2.977	0.0
sp|P15034|AMPP_ECOLI	0.315	0.0001103
sp|P69425|TATB_ECOLI	0.253	0.026
sp|P0A6U8|GLGA_ECOLI	1.567	0.0
sp|P76116|YNCE_ECOLI	1.427	0.0
sp|P0AE18|MAP1_ECOLI	0.66	3.418e-09
sp|P75777|YBHG_ECOLI	1.749	0.0
sp|P0AFT2|YECS_ECOLI	0.257	0.359
sp|P69874|POTA_ECOLI	0.05	0.829
sp|P69776|LPP_ECOLI	1.125	1.996e-10
sp|P0AAG3|GLTL_ECOLI	-0.742	0.005
sp|P12995|BIOA_ECOLI	0.82	8.863e-07
sp|P0A887|UBIE_ECOLI	-1.501	0.0
sp|P0A9Q1|ARCA_ECOLI	1.287	0.0
sp|P0AG00|WZZE_ECOLI	-0.182	0.065
sp|P0A8A2|YEEN_ECOLI	-0.31	0.072
sp|P0AB14|YCCJ_ECOLI	1.795	3.14e-10
sp|P0A6F9|CH10_ECOLI	1.291	2.22e-15
sp|P46852|YHHW_ECOLI	1.071	2.587e-07
sp|P0A7P5|RL34_ECOLI	-0.501	0.031
sp|P27302|TKT1_ECOLI	-1.429	0.0
sp|P69054|DHSC_ECOLI	-1.897	5.033e-08
sp|P0AFI2|PARC_ECOLI	-0.077	0.216
sp|P68919|RL25_ECOLI	-0.712	1.041e-05
sp|P0A6E4|ASSY_ECOLI	-1.26	0.0
sp|P0AEC3|ARCB_ECOLI	0.555	7.968e-06
sp|P0A7T7|RS18_ECOLI	-1.053	1.454e-08
sp|P06987|HIS7_ECOLI	-1.655	0.0
sp|P77148|YDHS_ECOLI	1.874	1.137e-13
sp|P23894|HTPX_ECOLI	-1.128	5.794e-06
sp|P39334|BDCR_ECOLI	-0.622	0.038
sp|P0ACR4|YEIE_ECOLI	0.473	0.109
sp|P37685|ALDB_ECOLI	6.555	0.0
sp|P08331|CPDB_ECOLI	0.678	6.763e-08
sp|P08179|PUR3_ECOLI	-1.044	3.348e-08
sp|P0AC62|GLRX3_ECOLI	1.13	3.775e-15
sp|P77182|MNMC_ECOLI	0.515	0.172
sp|P0A991|ALF1_ECOLI	1.777	0.0
sp|P0A8X2|YCEI_ECOLI	-0.594	1.322e-08
sp|P0A6E1|AROL_ECOLI	-1.85	1.021e-14
sp|P0A6I9|COAE_ECOLI	0.94	0.001
sp|P75830|MACA_ECOLI	0.112	0.107
sp|P0ACA1|YIBF_ECOLI	0.474	0.0002387
sp|P31060|MODF_ECOLI	-0.15	0.128
sp|P69811|PTFAH_ECOLI	1.805	0.0
sp|P0ABD8|BCCP_ECOLI	0.525	0.197
sp|P45395|KDSD_ECOLI	1.933	6.592e-07
sp|P11447|ARLY_ECOLI	-0.996	0.0
sp|P55734|YGAP_ECOLI	1.499	0.0004557
sp|P75821|YBJS_ECOLI	0.06	1.0
sp|P0A7X6|RIMM_ECOLI	-1.03	0.0003117
sp|P0A6A3|ACKA_ECOLI	0.102	0.883
sp|P21507|SRMB_ECOLI	0.188	0.221
sp|P17117|NFSA_ECOLI	-1.337	1.069e-09
sp|P0AG07|RPE_ECOLI	0.183	0.004
sp|P39177|USPG_ECOLI	3.743	0.0
sp|P76658|HLDE_ECOLI	0.038	0.395
sp|P00561|AK1H_ECOLI	-0.179	0.011
sp|P0A7M9|RL31_ECOLI	0.915	3.286e-07
sp|P77212|RCLA_ECOLI	2.927	0.0
sp|P0AA91|YEAY_ECOLI	2.649	0.0
sp|Q46925|CSDA_ECOLI	-0.352	0.103
sp|P24186|FOLD_ECOLI	-0.086	0.044
sp|P21889|SYD_ECOLI	0.028	0.349
sp|P0A8P3|FETP_ECOLI	-0.416	2.47e-07
sp|P37344|PSPF_ECOLI	1.223	5.113e-06
sp|P05194|AROD_ECOLI	-0.21	0.656
sp|P0AG27|YIBN_ECOLI	-0.223	0.894
sp|P0ABI4|CORA_ECOLI	-0.048	0.658
sp|P76270|MSRC_ECOLI	0.366	0.157
sp|P0A7V0|RS2_ECOLI	-0.206	0.023
sp|P0AG40|RIBF_ECOLI	0.136	0.32
sp|P76291|CMOB_ECOLI	0.52	0.015
sp|P75780|FIU_ECOLI	3.465	0.0
sp|P30011|NADC_ECOLI	-0.483	0.0004385
sp|P61949|FLAV_ECOLI	0.441	8.007e-05
sp|P0AFU8|RISA_ECOLI	0.554	0.123
sp|P04982|RBSD_ECOLI	1.522	3.456e-07
sp|P0ACR9|MPRA_ECOLI	-0.077	0.288
sp|P0AG93|SECF_ECOLI	-0.395	0.087
sp|P52007|YECM_ECOLI	0.245	0.06
sp|P37634|RLMJ_ECOLI	-0.552	0.0003388
sp|P24183|FDNG_ECOLI	-1.901	0.005
sp|P0A8F4|URK_ECOLI	-0.029	0.833
sp|P30860|ARTJ_ECOLI	-0.969	8.869e-10
sp|P63389|YHES_ECOLI	-0.716	0.001
sp|P11880|MURF_ECOLI	0.057	0.871
sp|P0A7B1|PPK1_ECOLI	1.448	0.0
sp|P0A862|TPX_ECOLI	0.856	4.664e-07
sp|P00935|METB_ECOLI	-1.882	0.0
sp|P60785|LEPA_ECOLI	-0.524	2.313e-07
sp|P21338|RNI_ECOLI	0.743	9.76e-06
sp|P0A7L0|RL1_ECOLI	-0.34	0.0001646
sp|P33018|SFGH2_ECOLI	0.96	4.998e-05
sp|P0A7F9|QUEA_ECOLI	-1.97	4.346e-06
sp|P0A917|OMPX_ECOLI	0.444	0.000265
sp|P08997|MASY_ECOLI	0.248	0.031
sp|P0A7M2|RL28_ECOLI	-0.418	0.03
sp|P31545|EFEB_ECOLI	1.662	2.009e-08
sp|P0ABU9|TOLQ_ECOLI	0.266	0.223
sp|P69441|KAD_ECOLI	0.081	0.355
sp|P0A901|BLC_ECOLI	-0.124	0.473
sp|P21499|RNR_ECOLI	1.478	0.0
sp|P0AEC5|BARA_ECOLI	0.045	0.906
sp|P13024|FDHE_ECOLI	0.487	0.02
sp|P23837|PHOQ_ECOLI	0.536	0.111
sp|P0A9T4|TAS_ECOLI	0.04	0.608
sp|P0A927|TSX_ECOLI	-0.496	0.154
sp|P38054|CUSA_ECOLI	-2.343	2.22e-16
sp|P30871|3PASE_ECOLI	-0.154	0.401
sp|P0A722|LPXA_ECOLI	0.07	0.79
sp|Q46871|YQJH_ECOLI	1.142	0.0
sp|P75796|GSIA_ECOLI	1.925	9.94e-06
sp|P0AGI8|TRKA_ECOLI	1.06	8.35e-05
sp|P0AFY8|SEQA_ECOLI	0.204	0.018
sp|P0AFB8|NTRC_ECOLI	-1.763	3.298e-11
sp|P0ADV7|MLAC_ECOLI	0.327	1.208e-05
sp|P09996|YIDB_ECOLI	0.91	0.0007118
sp|P0AFK0|PMBA_ECOLI	-0.611	0.006
sp|P24178|YFFB_ECOLI	1.052	0.193
sp|P76015|DHAK_ECOLI	0.246	0.418
sp|P0AC13|DHPS_ECOLI	-0.219	0.058
sp|P76008|LDCA_ECOLI	-0.443	0.05
sp|P0ABB8|ATMA_ECOLI	-0.821	0.0001401
sp|P0AG20|RELA_ECOLI	0.433	0.056
sp|P0A7A5|PIMT_ECOLI	0.476	0.01
sp|P27303|EMRA_ECOLI	0.002	0.368
sp|P0ADR6|RLMM_ECOLI	0.187	0.591
sp|P17445|BETB_ECOLI	0.063	0.476
sp|P29013|YCGB_ECOLI	1.953	9.587e-11
sp|P60651|SPEB_ECOLI	-0.032	0.026
sp|P75913|GHRA_ECOLI	-0.459	0.054
sp|P15977|MALQ_ECOLI	-1.085	3.747e-05
sp|P75792|SUPH_ECOLI	-0.192	0.399
sp|P23882|FMT_ECOLI	0.54	0.0007219
sp|P27249|GLND_ECOLI	0.838	1.652e-09
sp|P0A7K2|RL7_ECOLI	0.27	0.382
sp|P0AFX4|RSD_ECOLI	-0.327	0.429
sp|P0A825|GLYA_ECOLI	-0.444	1.075e-11
sp|P0ADC1|LPTE_ECOLI	1.097	2.556e-08
sp|P36929|RSMB_ECOLI	0.882	0.0003019
sp|P0A6F1|CARA_ECOLI	-0.79	1.61e-13
sp|P27434|RODZ_ECOLI	0.093	0.221
sp|P07395|SYFB_ECOLI	-0.679	0.0
sp|P0ABD3|BFR_ECOLI	1.053	0.0
sp|P31663|PANC_ECOLI	-0.295	0.003
sp|Q46856|YQHD_ECOLI	1.152	0.0
sp|P0A884|TYSY_ECOLI	-0.524	0.007
sp|P76223|YNJB_ECOLI	0.872	0.008
sp|P64564|YGGT_ECOLI	-0.607	0.013
sp|P76108|YDCS_ECOLI	5.34	1.501e-13
sp|P64483|YEAK_ECOLI	-2.414	7.124e-07
sp|P76316|DCYD_ECOLI	0.474	7.909e-06
sp|P37757|YDDE_ECOLI	0.852	0.001
sp|P0A6Q3|FABA_ECOLI	0.612	0.001
sp|P0A7W7|RS8_ECOLI	-0.383	2.067e-06
sp|P0C0R7|RLME_ECOLI	-0.012	0.82
sp|P23878|FEPC_ECOLI	1.901	8.783e-08
sp|P0AC41|SDHA_ECOLI	-0.88	0.0
sp|P0A7E5|PYRG_ECOLI	-0.548	2.337e-10
sp|P0ADX1|YHFA_ECOLI	3.196	1.066e-14
sp|P0AGG8|TLDD_ECOLI	0.173	0.362
sp|P0A729|NTPPB_ECOLI	0.777	0.002
sp|P0AAG0|DPPD_ECOLI	-1.81	2.238e-10
sp|P69411|RCSF_ECOLI	1.923	2.508e-10
sp|P15770|AROE_ECOLI	0.559	0.003
sp|P11454|ENTF_ECOLI	1.784	0.0
sp|P0AG30|RHO_ECOLI	-0.258	0.149
sp|P06971|FHUA_ECOLI	0.78	0.0
sp|P77526|YFCG_ECOLI	1.354	7.218e-06
sp|P60664|HIS6_ECOLI	-0.893	1.622e-08
sp|P23871|HEMH_ECOLI	0.131	0.68
sp|P77399|FADJ_ECOLI	2.147	3.214e-10
sp|P0AAP3|FRMR_ECOLI	-0.363	0.135
sp|P0ADG4|SUHB_ECOLI	-0.578	0.0009395
sp|P0AFL6|PPX_ECOLI	1.318	5.762e-08
sp|Q46920|QUEF_ECOLI	0.485	0.032
sp|P0AB52|YCHN_ECOLI	1.255	4.207e-07
sp|P0AB98|ATP6_ECOLI	-0.578	0.277
sp|P0A9V1|LPTB_ECOLI	-0.135	0.1
sp|P05020|PYRC_ECOLI	0.143	0.015
sp|P0A6Y1|IHFB_ECOLI	1.361	0.0
sp|P0AB89|PUR8_ECOLI	-0.743	0.0
sp|P75949|NAGZ_ECOLI	-0.89	2.291e-05
sp|P0AGG2|TESB_ECOLI	0.56	0.0001456
sp|P26646|ACUI_ECOLI	0.444	3.534e-06
sp|P09373|PFLB_ECOLI	0.259	4.789e-05
sp|P0ACB7|HEMY_ECOLI	0.564	2.993e-05
sp|P67603|YQFB_ECOLI	0.764	6.656e-05
sp|P0AEG4|DSBA_ECOLI	-0.336	0.003
sp|P02943|LAMB_ECOLI	0.528	0.007
sp|P02925|RBSB_ECOLI	1.211	0.0
sp|P0A7I4|RF3_ECOLI	-1.307	0.0
sp|P76115|YNCD_ECOLI	0.124	0.617
sp|P77213|GCS2_ECOLI	1.791	1.179e-08
sp|P0AE63|CHAB_ECOLI	2.044	1.011e-07
sp|P25906|PDXI_ECOLI	2.535	0.0
sp|P23865|PRC_ECOLI	-0.613	1.109e-10
sp|P0AED7|DAPE_ECOLI	-0.422	3.876e-05
sp|P25526|GABD_ECOLI	1.258	0.0
sp|P27829|WECC_ECOLI	-1.198	1.186e-05
sp|P0ABH9|CLPA_ECOLI	-0.69	2.665e-14
sp|P34209|YDCF_ECOLI	0.028	0.922
sp|P37765|RLUB_ECOLI	-0.553	0.026
sp|P66817|DIAA_ECOLI	0.37	0.021
sp|P00452|RIR1_ECOLI	0.031	0.319
sp|P0A6K3|DEF_ECOLI	-0.204	0.04
sp|P02931|OMPF_ECOLI	-0.482	1.382e-05
sp|P64606|MLAE_ECOLI	0.571	0.023
sp|P17993|UBIG_ECOLI	-1.868	0.0
sp|P45799|NUDE_ECOLI	-0.34	0.166
sp|P0AGF2|CSDE_ECOLI	0.484	0.004
sp|P06961|CCA_ECOLI	0.481	3.216e-05
sp|P21888|SYC_ECOLI	-0.422	0.0002176
sp|P52647|NIFJ_ECOLI	0.156	0.085
sp|P0A6W5|GREA_ECOLI	-0.393	0.002
sp|P0A879|TRPB_ECOLI	-1.204	0.0
sp|P07639|AROB_ECOLI	-1.029	7.25e-13
