protein	log2FC	p-val
sp|P76187|YDHF_ECOLI	-0.372	0.025
sp|P0ADP0|YIGB_ECOLI	0.031	0.837
sp|P0AA16|OMPR_ECOLI	0.015	0.816
sp|P18843|NADE_ECOLI	-0.229	0.002
sp|P00961|SYGB_ECOLI	0.005	0.7
sp|P12994|YBHB_ECOLI	-1.641	2.628e-09
sp|P61175|RL22_ECOLI	0.244	0.041
sp|P0A825|GLYA_ECOLI	-0.324	0.0007443
sp|P37330|MASZ_ECOLI	-0.013	0.768
sp|P02925|RBSB_ECOLI	1.025	0.0
sp|P0AEH1|RSEP_ECOLI	-0.049	0.877
sp|P0A7D7|PUR7_ECOLI	-0.712	7.443e-05
sp|P0AF24|NAGD_ECOLI	0.319	0.101
sp|P77214|CUSF_ECOLI	2.013	1.204e-09
sp|P0A7I7|RIBA_ECOLI	-0.202	0.049
sp|P32664|NUDC_ECOLI	0.023	0.7
sp|P31433|YICH_ECOLI	-0.174	0.375
sp|P0ABJ1|CYOA_ECOLI	0.808	2.14e-07
sp|P0A8B2|YFCN_ECOLI	-0.395	0.087
sp|P0AG67|RS1_ECOLI	0.327	2.25e-06
sp|P76113|CURA_ECOLI	-0.76	3.943e-07
sp|P09151|LEU1_ECOLI	-1.232	0.0
sp|P0AAT9|YBEL_ECOLI	0.03	0.784
sp|P77689|SUFD_ECOLI	-1.289	2.753e-14
sp|P0AEX3|KGTP_ECOLI	-1.735	4.086e-09
sp|P0AFC3|NUOA_ECOLI	1.103	0.0005504
sp|P0ADE4|TAMA_ECOLI	-0.567	0.018
sp|P77488|DXS_ECOLI	0.782	6.17e-07
sp|P13009|METH_ECOLI	0.628	5.329e-15
sp|P0A6A6|LEUC_ECOLI	0.831	2.132e-14
sp|P0ADU2|YGIN_ECOLI	-1.168	7.753e-10
sp|P0ACR9|MPRA_ECOLI	-0.79	2.713e-05
sp|P0A8W2|SLYA_ECOLI	-0.439	0.109
sp|P0A955|ALKH_ECOLI	-0.898	0.0003754
sp|P0ABU9|TOLQ_ECOLI	0.222	0.032
sp|P0A944|RIMI_ECOLI	-1.064	0.001
sp|P76291|CMOB_ECOLI	0.272	0.01
sp|P0ADY3|RL14_ECOLI	0.295	0.001
sp|P77171|YDCI_ECOLI	0.007	0.925
sp|P0AAB6|GALF_ECOLI	0.163	0.624
sp|P0A9C5|GLN1B_ECOLI	0.953	0.0
sp|P75820|AMID_ECOLI	-0.641	0.009
sp|P00904|TRPGD_ECOLI	0.903	5.686e-09
sp|P0A717|KPRS_ECOLI	-0.108	0.766
sp|P21338|RNI_ECOLI	-0.331	0.115
sp|P07109|HISP_ECOLI	0.392	0.146
sp|P0A8M3|SYT_ECOLI	0.061	0.168
sp|P68688|GLRX1_ECOLI	-0.109	0.709
sp|P0AG82|PSTS_ECOLI	-0.051	0.752
sp|P0A7M6|RL29_ECOLI	0.068	0.618
sp|P36673|TRER_ECOLI	-1.335	0.002
sp|P0ADU5|YGIW_ECOLI	-1.117	4.022e-09
sp|P30870|GLNE_ECOLI	-0.338	0.336
sp|P0A707|IF3_ECOLI	-0.316	0.118
sp|P16869|FHUE_ECOLI	-3.356	0.0
sp|P00579|RPOD_ECOLI	0.077	0.612
sp|P0A6U5|RSMG_ECOLI	-0.378	0.028
sp|P77721|YDJF_ECOLI	-0.427	0.48
sp|P04994|EX7L_ECOLI	0.032	0.962
sp|P0AAB4|UBID_ECOLI	-0.54	0.002
sp|P0A7B5|PROB_ECOLI	0.402	1.903e-05
sp|P30860|ARTJ_ECOLI	0.663	1.096e-09
sp|P0AEP3|GALU_ECOLI	-0.803	1.618e-08
sp|P0AEM9|FLIY_ECOLI	-0.136	0.073
sp|P23830|PSS_ECOLI	0.006	0.574
sp|P0AC69|GLRX4_ECOLI	-0.031	0.563
sp|P0ACD4|ISCU_ECOLI	-0.556	2.964e-05
sp|P37744|RMLA1_ECOLI	0.16	0.027
sp|P77444|SUFS_ECOLI	-2.058	0.0
sp|P0AF96|TABA_ECOLI	-0.218	0.829
sp|P0AFU8|RISA_ECOLI	-1.042	1.205e-08
sp|P0AGE9|SUCD_ECOLI	-0.112	0.82
sp|P25714|YIDC_ECOLI	0.499	0.004
sp|P05637|APAH_ECOLI	-1.016	1.859e-07
sp|P08373|MURB_ECOLI	-0.684	0.0004758
sp|P23883|PUUC_ECOLI	0.423	0.051
sp|P0AC33|FUMA_ECOLI	0.724	0.0
sp|P0AES0|GSP_ECOLI	-0.122	0.371
sp|P0A8X2|YCEI_ECOLI	0.526	3.108e-05
sp|P00370|DHE4_ECOLI	0.388	2.128e-06
sp|P0A6R3|FIS_ECOLI	1.038	0.0001315
sp|P31134|POTG_ECOLI	1.385	3.262e-07
sp|P03841|MALM_ECOLI	1.48	3.524e-11
sp|P0AB26|YCEB_ECOLI	-1.511	4.083e-12
sp|P40120|OPGD_ECOLI	0.51	0.003
sp|P46130|YBHC_ECOLI	0.015	0.679
sp|P25738|MSYB_ECOLI	-0.689	0.003
sp|P0ADC3|LOLC_ECOLI	-0.048	0.886
sp|P52096|YAER_ECOLI	-1.364	1.333e-05
sp|P04425|GSHB_ECOLI	-0.156	0.009
sp|P0AG24|SPOT_ECOLI	-1.283	9.379e-09
sp|P0ADK8|YIBL_ECOLI	0.077	0.79
sp|P0AC81|LGUL_ECOLI	-0.512	0.061
sp|Q46868|UBIK_ECOLI	-0.518	0.001
sp|P09373|PFLB_ECOLI	-0.002	0.781
sp|P0AEI4|RIMO_ECOLI	1.187	6.543e-09
sp|P0ADR6|RLMM_ECOLI	-0.066	0.931
sp|P0AF50|YJBR_ECOLI	-1.539	1.788e-10
sp|P17169|GLMS_ECOLI	0.988	0.0
sp|P03817|MIOC_ECOLI	-0.551	0.083
sp|P24251|CRL_ECOLI	-0.306	0.002
sp|P0A9J8|CMPDT_ECOLI	0.944	0.0
sp|P25894|LOIP_ECOLI	-0.009	0.393
sp|P0AFD1|NUOE_ECOLI	1.072	0.002
sp|P0A6U8|GLGA_ECOLI	-0.351	0.001
sp|P23917|MAK_ECOLI	-0.048	0.912
sp|P38054|CUSA_ECOLI	2.838	2.22e-16
sp|P51024|YAIL_ECOLI	0.064	0.879
sp|P0AA53|QMCA_ECOLI	-1.574	4.797e-06
sp|P15993|AROP_ECOLI	1.357	5.439e-06
sp|P05852|TSAD_ECOLI	0.648	0.001
sp|P0AFZ3|SSPB_ECOLI	-0.284	0.41
sp|P77522|SUFB_ECOLI	-1.925	0.0
sp|P33195|GCSP_ECOLI	0.617	2.561e-06
sp|P08192|FOLC_ECOLI	0.945	9.15e-09
sp|P45470|YHBO_ECOLI	-1.988	0.0
sp|P75960|NPD_ECOLI	-0.35	0.01
sp|P00960|SYGA_ECOLI	-0.345	0.054
sp|P0A6C5|ARGA_ECOLI	0.883	2.702e-10
sp|P0AGA6|UHPA_ECOLI	-0.352	0.179
sp|P0A734|MINE_ECOLI	-0.994	1.095e-07
sp|P22729|LIVM_ECOLI	0.956	0.0001999
sp|P0A790|PAND_ECOLI	0.539	0.166
sp|P0A953|FABB_ECOLI	0.123	0.092
