protein	log2FC	p-val
sp|P63284|CLPB_ECOLI	0.222	0.0006622
sp|P76112|MNAT_ECOLI	0.104	0.909
sp|P0AB26|YCEB_ECOLI	0.375	0.109
sp|P0AAF6|ARTP_ECOLI	-0.999	0.008
sp|P04994|EX7L_ECOLI	-0.138	0.753
sp|Q59385|COPA_ECOLI	0.005	0.453
sp|P04825|AMPN_ECOLI	0.269	2.85e-05
sp|P0C960|EMTA_ECOLI	0.402	0.195
sp|P08660|AK3_ECOLI	-0.692	0.0
sp|P0AA39|RLUC_ECOLI	-0.328	0.05
sp|P0ACB4|HEMG_ECOLI	-0.61	0.438
sp|P00946|MANA_ECOLI	0.3	0.0003958
sp|P0ACX3|YDHR_ECOLI	0.347	0.002
sp|P46118|HEXR_ECOLI	0.365	0.114
sp|P0ABS5|DNAG_ECOLI	-0.185	0.45
sp|P00864|CAPP_ECOLI	-0.982	0.0
sp|P0A6V1|GLGC_ECOLI	0.246	0.153
sp|P77444|SUFS_ECOLI	0.217	0.422
sp|P75864|RLMKL_ECOLI	-0.307	0.007
sp|P77808|CINAL_ECOLI	-0.186	0.48
sp|P06715|GSHR_ECOLI	0.17	0.05
sp|P31658|HCHA_ECOLI	0.477	0.000563
sp|P0A7R5|RS10_ECOLI	-0.278	0.015
sp|P0A8N3|SYK1_ECOLI	-0.26	3.501e-05
sp|P0A9N4|PFLA_ECOLI	0.119	0.904
sp|P0AG84|YGHA_ECOLI	0.819	0.003
sp|P0A8N0|MATP_ECOLI	0.553	0.013
sp|P69776|LPP_ECOLI	0.022	0.218
sp|P27837|YIFK_ECOLI	-0.011	0.852
sp|P37690|ENVC_ECOLI	-0.133	0.243
sp|P0AB10|PQIC_ECOLI	0.168	0.047
sp|P0AAS7|YBCJ_ECOLI	0.188	0.13
sp|P05041|PABB_ECOLI	0.194	0.522
sp|P0ABJ9|CYDA_ECOLI	-0.26	0.046
sp|P0A6D7|AROK_ECOLI	-0.049	0.672
sp|P10121|FTSY_ECOLI	0.191	0.031
sp|P39180|AG43_ECOLI	-2.173	0.0
sp|P39177|USPG_ECOLI	0.058	0.282
sp|Q47690|MMUM_ECOLI	0.061	0.688
sp|P39160|UXUB_ECOLI	0.72	0.0001479
sp|P61517|CAN_ECOLI	-0.42	5.446e-05
sp|P24183|FDNG_ECOLI	0.315	0.161
sp|P17315|CIRA_ECOLI	0.009	0.927
sp|P0ADU5|YGIW_ECOLI	1.075	1.467e-09
sp|P0A962|ASPG1_ECOLI	0.026	0.551
sp|P39830|YBAL_ECOLI	-0.6	0.003
sp|P21338|RNI_ECOLI	0.208	0.271
sp|P0AAB8|USPD_ECOLI	0.593	0.006
sp|P37747|GLF_ECOLI	0.113	0.277
sp|P21645|LPXD_ECOLI	0.134	0.391
sp|P0AFH6|OPPC_ECOLI	-0.401	0.043
sp|P25397|TEHB_ECOLI	-0.158	0.313
sp|P62617|ISPF_ECOLI	0.39	0.006
sp|P0AG63|RS17_ECOLI	-0.348	0.064
sp|P23305|YIGA_ECOLI	-0.081	0.872
sp|P75691|YAHK_ECOLI	0.925	0.0
sp|P23830|PSS_ECOLI	-0.222	0.046
sp|P68699|ATPL_ECOLI	0.236	0.698
sp|P0AB38|LPOB_ECOLI	-0.047	0.766
sp|P27249|GLND_ECOLI	-0.262	0.105
sp|P02929|TONB_ECOLI	-1.122	4.623e-13
sp|P0AAP3|FRMR_ECOLI	0.377	0.024
sp|P00370|DHE4_ECOLI	-0.321	0.0008434
sp|P76503|FADI_ECOLI	0.0005879	0.615
sp|P0AFK9|POTD_ECOLI	0.351	6.271e-06
sp|P63417|YHBS_ECOLI	0.293	0.133
sp|P64602|MLAB_ECOLI	-0.003	0.529
sp|P0A9L5|PPIC_ECOLI	-0.004	0.883
sp|P07813|SYL_ECOLI	-0.164	0.0009251
sp|P0AF98|LPTF_ECOLI	0.132	0.334
sp|P25539|RIBD_ECOLI	-0.158	0.256
sp|P0ABI4|CORA_ECOLI	0.066	0.824
sp|P76491|5DNU_ECOLI	0.054	0.88
sp|P0C8J6|GATY_ECOLI	0.522	4.37e-09
sp|Q46893|ISPD_ECOLI	-0.503	0.035
sp|P07118|SYV_ECOLI	-0.224	5.267e-06
