protein	log2FC	p-val
sp|P0A9A9|FUR_ECOLI	0.686	6.775e-05
sp|P09151|LEU1_ECOLI	0.877	0.0
sp|P08245|YCIH_ECOLI	0.08	0.651
sp|P0A8L1|SYS_ECOLI	0.355	5.24e-07
sp|P0A7A5|PIMT_ECOLI	0.373	0.012
sp|P0AFB1|NLPI_ECOLI	0.726	6.529e-05
sp|P22333|ADD_ECOLI	0.005	0.933
sp|P0ABH7|CISY_ECOLI	1.233	0.0
sp|P76346|MTFA_ECOLI	0.738	0.012
sp|P13024|FDHE_ECOLI	0.597	0.083
sp|P77330|BORD_ECOLI	-1.315	6.986e-07
sp|P77717|YBAY_ECOLI	1.17	3.926e-08
sp|P0ABI4|CORA_ECOLI	0.286	0.098
sp|P31119|AAS_ECOLI	0.387	0.196
sp|P0A9L5|PPIC_ECOLI	-0.032	0.641
sp|P30178|HCXB_ECOLI	0.842	9.69e-07
sp|P75797|GSIB_ECOLI	0.819	2.761e-09
sp|P25536|NTPPA_ECOLI	0.709	0.27
sp|P33219|YEBF_ECOLI	1.176	9.72e-10
sp|P0A9X9|CSPA_ECOLI	-0.164	0.451
sp|P77544|YFCF_ECOLI	0.391	0.163
sp|P23894|HTPX_ECOLI	0.005	0.426
sp|P0A7J3|RL10_ECOLI	-0.229	0.25
sp|P77552|YDHQ_ECOLI	-0.321	0.03
sp|P0A8M0|SYN_ECOLI	0.094	0.045
sp|P08390|USG_ECOLI	0.399	0.008
sp|P45395|KDSD_ECOLI	0.66	0.242
sp|P76541|EUTL_ECOLI	2.047	0.004
sp|P26647|PLSC_ECOLI	-0.655	0.014
sp|P0AGC3|SLT_ECOLI	0.519	9.172e-06
sp|P39411|NCPP_ECOLI	-0.385	0.09
sp|P77774|BAMB_ECOLI	0.265	0.008
sp|P56262|DLHH_ECOLI	1.325	3.75e-12
sp|Q46920|QUEF_ECOLI	0.028	0.842
sp|P0AG18|PURE_ECOLI	-0.221	0.136
sp|P60240|RAPA_ECOLI	-0.431	0.0009628
sp|P0A8Y5|YIDA_ECOLI	-0.514	6.464e-05
sp|P07001|PNTA_ECOLI	-1.581	0.0
sp|P0A786|PYRB_ECOLI	0.008	0.959
sp|P0A927|TSX_ECOLI	0.079	0.776
sp|P0ACB7|HEMY_ECOLI	-0.016	0.619
sp|P00962|SYQ_ECOLI	0.176	0.021
sp|P62617|ISPF_ECOLI	1.007	0.0001583
sp|P52643|LDHD_ECOLI	0.261	0.103
sp|P28635|METQ_ECOLI	0.061	0.179
sp|P0ACL2|EXUR_ECOLI	-0.147	0.231
sp|P0AFM2|PROX_ECOLI	0.107	0.499
sp|P0AB12|YCCF_ECOLI	-1.148	3.501e-05
sp|P29217|YCEH_ECOLI	0.486	0.011
sp|P0AD05|YECA_ECOLI	0.762	0.188
sp|P23003|TRMA_ECOLI	-0.113	0.325
sp|P60390|RSMH_ECOLI	0.973	4.978e-10
sp|P39199|PRMB_ECOLI	0.294	0.631
sp|P02413|RL15_ECOLI	-0.527	0.0003164
sp|P69829|PTSN_ECOLI	0.876	0.001
sp|P31979|NUOF_ECOLI	0.267	0.007
sp|P09551|ARGT_ECOLI	1.488	0.0
sp|P0A6Z1|HSCA_ECOLI	-0.182	0.043
sp|P30177|YBIB_ECOLI	1.5	2.469e-13
sp|P0A7M2|RL28_ECOLI	-0.475	6.864e-06
sp|P0A6Y8|DNAK_ECOLI	0.482	0.0
sp|P0A7E9|PYRH_ECOLI	0.171	0.302
sp|P0AE82|CPXA_ECOLI	0.047	0.922
sp|P09546|PUTA_ECOLI	0.169	0.255
sp|P76187|YDHF_ECOLI	0.873	4.543e-05
sp|P21507|SRMB_ECOLI	0.41	0.01
sp|P0AF50|YJBR_ECOLI	1.22	0.0002639
sp|P00957|SYA_ECOLI	-0.279	1.932e-08
sp|P69423|TATC_ECOLI	-0.751	0.000545
sp|P07395|SYFB_ECOLI	-0.341	1.751e-10
sp|P69922|FUCI_ECOLI	-0.164	0.237
sp|P0A6N8|EFPL_ECOLI	-0.376	0.003
sp|P0ACB2|HEM2_ECOLI	0.446	0.002
sp|P75829|YBJX_ECOLI	0.425	0.251
sp|P64564|YGGT_ECOLI	-0.599	0.023
sp|P77781|MENI_ECOLI	0.177	0.645
sp|P0AF98|LPTF_ECOLI	0.662	0.118
sp|P0A8W2|SLYA_ECOLI	1.097	1.026e-07
sp|P0A988|DPO3B_ECOLI	0.281	0.28
sp|P31057|PANB_ECOLI	0.889	0.01
sp|P63417|YHBS_ECOLI	0.422	0.055
sp|P0ACP5|GNTR_ECOLI	0.771	1.996e-05
sp|P39099|DEGQ_ECOLI	0.147	0.509
sp|P76002|PLIG_ECOLI	0.644	0.000426
sp|P07650|TYPH_ECOLI	0.52	0.0007637
sp|P23930|LNT_ECOLI	0.161	0.196
sp|P15723|DGTP_ECOLI	1.886	0.005
sp|P0AEW9|K1PF_ECOLI	-7.259	1.625e-09
sp|P0AEI6|NUDJ_ECOLI	0.172	0.39
sp|P0A9F9|METR_ECOLI	-0.034	0.769
sp|P0A9R4|FER_ECOLI	0.689	1.483e-05
sp|P13445|RPOS_ECOLI	0.055	0.83
sp|P09030|EX3_ECOLI	0.237	0.008
sp|P0A8N3|SYK1_ECOLI	-0.157	0.0008746
sp|P00904|TRPGD_ECOLI	-0.951	1.592e-11
sp|P77674|ABDH_ECOLI	1.909	7.994e-15
sp|P37005|LAST_ECOLI	-0.249	0.136
sp|P0AEX5|KPPR_ECOLI	0.53	0.000928
sp|P0A7I7|RIBA_ECOLI	0.787	4.944e-06
sp|P33940|MQO_ECOLI	-0.495	5.879e-06
sp|P77689|SUFD_ECOLI	0.129	0.062
sp|P0AG07|RPE_ECOLI	0.672	4.283e-05
sp|P64596|YRAP_ECOLI	0.313	0.113
sp|P0AB65|ACYP_ECOLI	0.108	0.673
sp|P00393|DHNA_ECOLI	-1.459	0.0
sp|P0AB71|ALF_ECOLI	-0.28	0.0001214
sp|P63177|RLMB_ECOLI	-0.163	0.076
sp|Q46893|ISPD_ECOLI	-0.025	0.654
sp|P0AFG8|ODP1_ECOLI	-1.147	0.0
sp|P0A6H1|CLPX_ECOLI	-0.204	0.002
sp|P19926|AGP_ECOLI	2.306	0.0
sp|P00363|FRDA_ECOLI	1.981	0.0
sp|P02924|ARAF_ECOLI	2.048	1.34e-06
sp|P39315|QOR2_ECOLI	1.152	3.429e-07
sp|P76193|YNHG_ECOLI	1.102	3.473e-11
sp|P64554|QUEE_ECOLI	-0.322	0.037
sp|P75876|RLMI_ECOLI	-0.197	0.008
sp|P77293|GTRB_ECOLI	-0.471	0.011
sp|P06993|MALT_ECOLI	0.205	0.501
sp|P67826|CUTC_ECOLI	0.557	0.019
sp|P0AEM4|FLGM_ECOLI	-0.497	0.063
sp|P76071|INSH5_ECOLI	0.343	0.398
sp|P42641|OBG_ECOLI	0.475	0.0001498
sp|P0A8I8|RLMH_ECOLI	-0.174	0.293
sp|P43672|UUP_ECOLI	0.26	0.038
sp|P0A908|MIPA_ECOLI	0.276	0.098
sp|P20966|PTFBC_ECOLI	-5.094	0.0
sp|P0A8J4|YBED_ECOLI	0.548	0.019
sp|P0A8V2|RPOB_ECOLI	-0.233	3.215e-08
sp|P0A7N4|RL32_ECOLI	-0.649	0.0002292
sp|P0A836|SUCC_ECOLI	1.699	0.0
sp|P0ABU0|MENB_ECOLI	0.802	2.687e-07
sp|P0ADN6|YIFL_ECOLI	-0.264	0.15
sp|P30863|DKGB_ECOLI	0.054	0.762
sp|P06129|BTUB_ECOLI	0.262	0.000361
sp|P23827|ECOT_ECOLI	0.583	0.001
sp|P0AEY5|MDAB_ECOLI	0.137	0.279
sp|P77213|GCS2_ECOLI	1.273	5.782e-06
sp|P39265|ALSB_ECOLI	0.398	0.08
sp|P23305|YIGA_ECOLI	-0.182	0.567
sp|P42593|FADH_ECOLI	1.806	0.0
sp|P55734|YGAP_ECOLI	0.886	0.0007159
sp|P09127|HEMX_ECOLI	0.632	4.013e-06
sp|P0AFU4|GLRR_ECOLI	-0.486	0.011
sp|P0A9B6|E4PD_ECOLI	-0.716	0.0003939
sp|P24171|DCP_ECOLI	0.512	7.8e-08
sp|P27248|GCST_ECOLI	-0.382	0.0008461
sp|P39321|TAMB_ECOLI	0.025	0.718
sp|P0A7R1|RL9_ECOLI	-0.597	6.895e-10
sp|P77338|MSCK_ECOLI	-0.913	0.02
