protein	log2FC	p-val
sp|P25522|MNME_ECOLI	0.336	0.0005433
sp|P00393|DHNA_ECOLI	-1.048	4.441e-16
sp|P76339|HPRS_ECOLI	0.183	0.819
sp|P23830|PSS_ECOLI	0.904	5.236e-13
sp|P0A9W0|ULAR_ECOLI	0.815	0.004
sp|P33599|NUOCD_ECOLI	0.759	0.0
sp|P06129|BTUB_ECOLI	-0.011	0.769
sp|P13035|GLPD_ECOLI	1.793	8.434e-05
sp|P05042|FUMC_ECOLI	2.018	0.0
sp|P0AGD7|SRP54_ECOLI	-0.236	0.000259
sp|P75694|YAHO_ECOLI	1.301	1.435e-12
sp|P0A6Q6|FABZ_ECOLI	-0.171	0.361
sp|P60757|HIS1_ECOLI	-1.272	0.0
sp|P0AA25|THIO_ECOLI	-0.187	0.155
sp|P77279|FETA_ECOLI	0.512	0.01
sp|P37613|PANZ_ECOLI	1.3	0.152
sp|P0ACX3|YDHR_ECOLI	0.694	2.283e-06
sp|P46889|FTSK_ECOLI	0.024	0.655
sp|P15993|AROP_ECOLI	-0.188	0.093
sp|P75682|YAGE_ECOLI	1.933	1.789e-06
sp|P0AA16|OMPR_ECOLI	0.748	5.24e-12
sp|P0AEI4|RIMO_ECOLI	-0.266	0.005
sp|P21177|FADB_ECOLI	3.378	0.0
sp|P24252|YBGA_ECOLI	0.885	0.004
sp|P0A6H8|CLSA_ECOLI	0.57	0.052
sp|P29208|MENC_ECOLI	-0.049	0.867
sp|P36771|LRHA_ECOLI	1.069	4.148e-05
sp|P25516|ACNA_ECOLI	2.475	0.0
sp|P75830|MACA_ECOLI	0.327	0.064
sp|P08331|CPDB_ECOLI	2.164	0.0
sp|Q47147|YAFJ_ECOLI	0.462	0.095
sp|P04391|OTC1_ECOLI	-1.052	1.263e-13
sp|P0ACQ4|OXYR_ECOLI	-0.395	0.002
sp|P60723|RL4_ECOLI	-0.498	5.482e-06
sp|P69831|PTKC_ECOLI	2.623	0.0
sp|P0ACJ8|CRP_ECOLI	1.214	4.441e-16
sp|P0A8F4|URK_ECOLI	0.283	0.196
sp|P33360|YEHX_ECOLI	0.599	0.08
sp|P0A6T5|GCH1_ECOLI	-1.843	0.0
sp|P0AB89|PUR8_ECOLI	-0.839	0.0
sp|P76113|CURA_ECOLI	0.747	5.381e-11
sp|P05791|ILVD_ECOLI	-0.866	0.0
sp|P60240|RAPA_ECOLI	0.111	0.717
sp|P0AEH3|ELAA_ECOLI	-0.211	0.208
sp|P00370|DHE4_ECOLI	-0.15	0.004
sp|P0AC13|DHPS_ECOLI	-0.088	0.153
sp|P0A7S3|RS12_ECOLI	0.003	0.281
sp|P67697|HICB_ECOLI	-0.232	0.191
sp|P0AFC7|NUOB_ECOLI	0.682	3.448e-07
sp|P21507|SRMB_ECOLI	0.736	1.972e-12
sp|P77293|GTRB_ECOLI	0.106	0.876
sp|P39177|USPG_ECOLI	1.175	5.018e-14
sp|P0ADY7|RL16_ECOLI	-0.526	5.829e-07
sp|P0AGB0|SERB_ECOLI	-0.756	0.0001225
sp|P0A7R5|RS10_ECOLI	-0.653	1.735e-10
sp|P0AFZ1|SSEB_ECOLI	-0.297	0.296
sp|P77625|HXPA_ECOLI	0.081	0.323
sp|P0A6A6|LEUC_ECOLI	0.982	0.0
sp|P24183|FDNG_ECOLI	1.839	8.152e-08
sp|P0AFI2|PARC_ECOLI	-0.035	0.357
sp|P0A6L0|DEOC_ECOLI	0.287	0.011
sp|P26281|HPPK_ECOLI	0.597	0.332
sp|P37757|YDDE_ECOLI	-0.126	0.025
sp|P0AD49|YFIA_ECOLI	0.816	4.944e-07
sp|P37689|GPMI_ECOLI	-2.052	0.0
sp|P65870|QUED_ECOLI	-1.281	3.485e-09
sp|P0AGF2|CSDE_ECOLI	-0.007	0.986
sp|P06988|HISX_ECOLI	-1.352	0.0
sp|P15034|AMPP_ECOLI	0.766	4.441e-16
sp|P0AC33|FUMA_ECOLI	2.63	0.0
sp|P21169|DCOR_ECOLI	-0.531	0.0001672
sp|P77667|SUFA_ECOLI	-0.036	0.508
sp|P0A8W8|YFBU_ECOLI	-0.104	0.177
sp|P37643|YHJE_ECOLI	-2.478	1.554e-08
sp|P51024|YAIL_ECOLI	0.721	0.043
sp|P76402|YEGP_ECOLI	1.335	4.868e-08
sp|P64554|QUEE_ECOLI	-0.185	0.15
sp|P0AGE6|CHRR_ECOLI	1.186	2.198e-13
sp|P02930|TOLC_ECOLI	0.256	1.659e-05
sp|P77712|FADM_ECOLI	2.011	0.00025
sp|P0A7Y8|RNPA_ECOLI	0.023	0.936
sp|P05459|PDXB_ECOLI	-0.28	0.001
sp|P0A7T7|RS18_ECOLI	-0.4	0.001
sp|P07762|GLGB_ECOLI	0.794	1.95e-09
sp|P0AFB1|NLPI_ECOLI	0.757	1.009e-06
sp|P0A812|RUVB_ECOLI	0.384	0.002
sp|P37631|YHIN_ECOLI	-0.006	0.957
sp|P0AB71|ALF_ECOLI	-0.158	0.0005271
sp|P09980|REP_ECOLI	0.589	0.038
sp|P0ACF0|DBHA_ECOLI	-0.181	0.104
sp|P27250|AHR_ECOLI	0.069	0.645
sp|P38038|CYSJ_ECOLI	-0.401	4.623e-10
sp|P39377|IADA_ECOLI	-0.229	0.179
sp|P32664|NUDC_ECOLI	0.138	0.323
sp|P0A7A9|IPYR_ECOLI	0.095	0.903
sp|P0A6Y8|DNAK_ECOLI	0.16	0.0001574
sp|P62517|OPGH_ECOLI	0.553	0.0002166
sp|P0AC30|FTSX_ECOLI	0.324	0.181
sp|P00894|ILVH_ECOLI	-0.14	0.104
sp|P77570|ANMK_ECOLI	1.481	1.447e-06
sp|P25519|HFLX_ECOLI	0.179	0.253
sp|P75864|RLMKL_ECOLI	0.242	0.068
sp|P0A7W1|RS5_ECOLI	-0.359	6.353e-06
sp|P36767|RDGC_ECOLI	-0.485	5.915e-07
sp|P0A763|NDK_ECOLI	0.958	3.331e-15
sp|P0AE88|CPXR_ECOLI	0.445	0.0001971
sp|P77475|YQAB_ECOLI	-0.028	0.685
sp|P69801|PTNC_ECOLI	-0.208	0.432
sp|P0AEM0|FKBX_ECOLI	-0.253	0.162
sp|P23845|CYSN_ECOLI	-0.163	0.017
