protein	log2FC	p-val
sp|P52007|YECM_ECOLI	-0.658	0.0001851
sp|P0ABU0|MENB_ECOLI	0.703	4.162e-07
sp|P27249|GLND_ECOLI	-0.596	0.024
sp|P0AED0|USPA_ECOLI	0.42	0.004
sp|P0AB98|ATP6_ECOLI	-0.108	0.297
sp|P77285|RSXG_ECOLI	-0.92	0.062
sp|P31130|YDEI_ECOLI	0.617	0.008
sp|P0A759|NAGB_ECOLI	0.595	7.6e-06
sp|P0A9J0|RNG_ECOLI	-0.057	0.655
sp|P08312|SYFA_ECOLI	0.034	0.757
sp|P76035|YCIW_ECOLI	0.598	0.06
sp|P06988|HISX_ECOLI	-0.166	0.048
sp|P0A877|TRPA_ECOLI	-0.212	0.000565
sp|P0ACA3|SSPA_ECOLI	0.218	0.232
sp|P0C960|EMTA_ECOLI	0.303	0.898
sp|P66817|DIAA_ECOLI	0.421	0.185
sp|P0ADC3|LOLC_ECOLI	-0.515	0.009
sp|P10346|GLNQ_ECOLI	0.657	0.0007657
sp|P0A796|PFKA_ECOLI	-0.636	4.286e-11
sp|P0AAQ2|YAJD_ECOLI	0.48	0.022
sp|P39160|UXUB_ECOLI	0.996	5.732e-09
sp|P37665|YIAD_ECOLI	-0.271	0.189
sp|P75818|YBJP_ECOLI	1.094	1.004e-08
sp|P37349|DHAM_ECOLI	-0.622	1.659e-05
sp|P77781|MENI_ECOLI	-0.416	0.009
sp|P0AG40|RIBF_ECOLI	-0.309	0.037
sp|P08244|PYRF_ECOLI	0.024	0.793
sp|P33940|MQO_ECOLI	-0.869	0.225
sp|P04391|OTC1_ECOLI	0.116	0.333
sp|P33195|GCSP_ECOLI	0.015	0.369
sp|P0AEC5|BARA_ECOLI	0.19	0.405
sp|P0AA82|CODB_ECOLI	-0.175	0.476
sp|P0ACL2|EXUR_ECOLI	-0.049	0.832
sp|P0AAB4|UBID_ECOLI	-0.073	0.195
sp|P21829|YBHA_ECOLI	-0.904	0.0008517
sp|P27837|YIFK_ECOLI	-0.014	0.879
sp|P75864|RLMKL_ECOLI	-0.296	0.031
sp|P0ADP2|YIGI_ECOLI	0.28	0.14
sp|P0ADE8|YGFZ_ECOLI	0.149	0.443
sp|P0AG55|RL6_ECOLI	-0.381	6.753e-07
sp|P06959|ODP2_ECOLI	-0.326	3.444e-10
sp|P0C0S1|MSCS_ECOLI	-1.18	1.582e-11
sp|P0ABD3|BFR_ECOLI	1.972	0.0
sp|P23857|PSPE_ECOLI	1.445	3.171e-06
sp|P29131|FTSN_ECOLI	0.108	0.845
sp|P0AAH0|PSTB_ECOLI	1.035	4.629e-06
sp|P0A705|IF2_ECOLI	-0.262	2.128e-07
sp|P0A7K2|RL7_ECOLI	-0.109	0.119
sp|P37685|ALDB_ECOLI	3.562	0.0
sp|P0A6F3|GLPK_ECOLI	1.63	0.0
sp|P0ADR8|PPNN_ECOLI	0.217	0.052
sp|P0AEN8|FUCM_ECOLI	0.241	0.271
sp|P07012|RF2_ECOLI	-0.053	0.329
sp|P76112|MNAT_ECOLI	0.035	1.0
sp|P18335|ARGD_ECOLI	-0.228	0.011
sp|P0A6P1|EFTS_ECOLI	-0.318	1.321e-07
sp|P39406|RSMC_ECOLI	-0.123	0.233
sp|P0ACY1|YDJA_ECOLI	0.151	0.575
sp|P0AGD1|SODC_ECOLI	1.775	1.905e-06
sp|P0A9S3|GATD_ECOLI	1.437	0.0
sp|P0A9J6|RBSK_ECOLI	1.159	3.597e-14
sp|P77488|DXS_ECOLI	0.307	0.002
sp|P0A9T8|YBBA_ECOLI	-0.068	0.551
sp|P76128|DDPA_ECOLI	1.867	3.05e-08
sp|P77522|SUFB_ECOLI	-0.37	0.003
sp|P0AC41|SDHA_ECOLI	0.685	0.0
sp|P76550|YFFS_ECOLI	0.389	0.003
sp|P0AG93|SECF_ECOLI	0.015	0.912
sp|P0ADY1|PPID_ECOLI	0.225	0.014
sp|P0AF50|YJBR_ECOLI	0.61	0.118
sp|P75838|YCAO_ECOLI	-0.876	3.108e-07
sp|P0A6F1|CARA_ECOLI	-0.329	0.004
sp|P0AAI9|FABD_ECOLI	0.46	0.001
sp|P0A9B6|E4PD_ECOLI	-0.406	0.002
sp|P0ADP0|YIGB_ECOLI	0.092	0.339
sp|P0ADT2|YGIB_ECOLI	0.393	0.067
sp|P0ACQ4|OXYR_ECOLI	0.081	0.445
sp|P0A7J0|RIBB_ECOLI	0.328	0.599
sp|P02931|OMPF_ECOLI	0.451	1.075e-08
sp|P04994|EX7L_ECOLI	-0.058	0.596
sp|P0A862|TPX_ECOLI	-0.194	0.03
sp|P09323|PTW3C_ECOLI	0.508	6.593e-06
sp|P0C079|RELB_ECOLI	0.391	0.165
sp|P18390|YJJA_ECOLI	0.232	0.558
sp|P75914|YCDX_ECOLI	-0.035	0.814
sp|P22524|MUKE_ECOLI	0.772	7.781e-08
sp|P0AFM6|PSPA_ECOLI	-0.16	0.264
sp|P0AAV4|PXPB_ECOLI	-0.14	0.512
sp|P22188|MURE_ECOLI	-0.158	0.338
sp|P0AEB7|YOAB_ECOLI	0.408	0.032
sp|P0AC53|G6PD_ECOLI	-0.512	3.601e-12
sp|P0A6M8|EFG_ECOLI	0.138	0.016
sp|P41409|RIHA_ECOLI	0.776	1.212e-07
sp|P37188|PTKB_ECOLI	1.823	0.0
sp|P0AEX3|KGTP_ECOLI	0.305	0.308
sp|P0AFL3|PPIA_ECOLI	0.11	0.199
sp|P02929|TONB_ECOLI	-0.93	2.502e-09
sp|P0A8J8|RHLB_ECOLI	-0.107	0.494
sp|P17115|GUTQ_ECOLI	0.019	0.827
sp|P68679|RS21_ECOLI	-0.71	1.876e-07
sp|P0AA04|PTHP_ECOLI	-0.621	2.34e-05
sp|P42588|PAT_ECOLI	0.394	0.027
sp|P0A7B1|PPK1_ECOLI	-0.29	0.008
sp|P25522|MNME_ECOLI	0.619	2.627e-07
sp|P69795|PTQB_ECOLI	1.499	2.227e-06
sp|P0AEW4|CPDA_ECOLI	0.834	0.0002318
sp|P0A7F3|PYRI_ECOLI	0.5	1.531e-06
sp|P07004|PROA_ECOLI	-0.016	0.369
sp|P0A887|UBIE_ECOLI	0.269	0.133
sp|P0AEG4|DSBA_ECOLI	-0.039	0.387
sp|P23865|PRC_ECOLI	0.048	0.701
sp|P0AEM4|FLGM_ECOLI	0.043	0.133
sp|P77791|MAA_ECOLI	0.606	0.005
sp|P52062|YGGW_ECOLI	0.388	0.134
sp|P00959|SYM_ECOLI	-0.266	0.0001494
sp|P77526|YFCG_ECOLI	0.233	0.013
sp|P22255|CYSQ_ECOLI	0.699	3.44e-05
sp|P0A7B5|PROB_ECOLI	-0.032	0.841
