protein	log2FC	p-val
sp|P77611|RSXC_ECOLI	-0.387	0.005
sp|P77739|YNIA_ECOLI	1.209	1.986e-11
sp|P23367|MUTL_ECOLI	1.35	0.0002965
sp|P25665|METE_ECOLI	-0.804	0.0
sp|P16676|CYSA_ECOLI	0.307	0.0005532
sp|P0C066|MLTC_ECOLI	0.231	0.43
sp|P76055|TTCA_ECOLI	-0.171	0.49
sp|P30011|NADC_ECOLI	-0.173	0.103
sp|P0AES0|GSP_ECOLI	-1.115	4.441e-16
sp|P75694|YAHO_ECOLI	1.463	2.309e-14
sp|P23886|CYDC_ECOLI	0.37	0.048
sp|P52108|RSTA_ECOLI	0.184	0.101
sp|P77171|YDCI_ECOLI	1.274	9.21e-12
sp|P76143|LSRF_ECOLI	3.088	1.297e-10
sp|P0AE91|CREA_ECOLI	-0.008	0.936
sp|P23847|DPPA_ECOLI	1.67	0.0
sp|P0AB67|PNTB_ECOLI	-0.822	2.176e-14
sp|P21165|PEPQ_ECOLI	0.489	3.594e-08
sp|P76339|HPRS_ECOLI	0.418	0.223
sp|P0AEJ6|EUTB_ECOLI	0.588	0.014
sp|P63224|GMHA_ECOLI	0.547	5.591e-07
sp|P0AB61|YCIN_ECOLI	-0.224	0.549
sp|P0A746|MSRB_ECOLI	0.8	4.735e-06
sp|P77781|MENI_ECOLI	-0.242	0.754
sp|Q47083|CBL_ECOLI	-1.025	0.0003394
sp|P0AC69|GLRX4_ECOLI	-0.419	0.002
sp|P06989|HIS2_ECOLI	-1.206	3.666e-12
sp|P0ABF1|PCNB_ECOLI	0.211	0.148
sp|P75954|YCFS_ECOLI	0.664	0.013
sp|P23883|PUUC_ECOLI	-0.454	0.008
sp|P21889|SYD_ECOLI	-0.151	0.005
sp|P0A6F3|GLPK_ECOLI	2.83	0.0
sp|P0AF20|NAGC_ECOLI	0.572	8.51e-05
sp|P0ACP5|GNTR_ECOLI	0.676	0.0006765
sp|P07001|PNTA_ECOLI	-0.857	0.0
sp|Q47690|MMUM_ECOLI	-0.539	0.001
sp|P36566|CMOM_ECOLI	0.983	0.004
sp|P0A749|MURA_ECOLI	-0.231	0.002
sp|P0A9T4|TAS_ECOLI	-0.242	0.209
sp|P62615|ISPE_ECOLI	0.767	1.61e-05
sp|P0AFI2|PARC_ECOLI	-0.191	0.009
sp|P0A972|CSPE_ECOLI	0.074	0.503
sp|P0AEX5|KPPR_ECOLI	0.899	2.299e-05
sp|P25552|GPPA_ECOLI	0.352	0.187
sp|P0AFD1|NUOE_ECOLI	1.304	4.763e-11
sp|P0A8R7|YCJF_ECOLI	1.206	0.002
sp|P09126|HEM4_ECOLI	0.925	4.581e-05
sp|P32173|MOBA_ECOLI	0.022	0.671
sp|P0A8B5|YBAB_ECOLI	-0.371	0.0001833
sp|P0AET2|HDEB_ECOLI	0.945	0.0004056
sp|P0AD49|YFIA_ECOLI	0.629	2.48e-06
sp|Q47147|YAFJ_ECOLI	0.071	0.613
sp|P0AB89|PUR8_ECOLI	-0.284	2.994e-06
sp|P64429|YPFJ_ECOLI	-0.153	0.407
sp|P23839|YICC_ECOLI	0.234	0.047
sp|P0A9Q5|ACCD_ECOLI	0.027	0.992
sp|P0ADA3|NLPD_ECOLI	0.484	3.288e-05
sp|P0C054|IBPA_ECOLI	0.475	0.0005327
sp|P0AFM9|PSPB_ECOLI	-0.141	0.951
sp|P0ADE8|YGFZ_ECOLI	0.453	3.167e-06
sp|P69801|PTNC_ECOLI	-0.388	0.211
sp|P0ACJ0|LRP_ECOLI	0.232	0.078
sp|P76014|DHAL_ECOLI	-0.406	0.018
sp|P27833|WECE_ECOLI	-0.262	0.137
sp|P0AEB0|CYSW_ECOLI	0.538	0.018
sp|P37649|PDEK_ECOLI	0.637	0.012
sp|P39342|YJGR_ECOLI	0.813	2.22e-16
sp|P0AB12|YCCF_ECOLI	-0.83	0.0003422
sp|P76558|MAO2_ECOLI	2.217	0.0
sp|P0AFR4|YCIO_ECOLI	0.168	0.496
sp|P52119|RATB_ECOLI	0.052	0.84
sp|P0ABP8|DEOD_ECOLI	0.963	1.094e-10
sp|P0A6L9|HSCB_ECOLI	-0.71	1.38e-05
sp|P36548|AMIA_ECOLI	-0.139	0.315
sp|P69451|LCFA_ECOLI	3.145	0.0
sp|P28249|ASMA_ECOLI	0.792	5.309e-08
sp|P0A9I3|GCVR_ECOLI	-0.114	0.573
sp|P0A6C5|ARGA_ECOLI	-0.419	8.904e-06
sp|P0A8E1|YCFP_ECOLI	0.282	0.256
sp|P0ACE3|HHA_ECOLI	-0.433	0.005
sp|P0ACY9|YEBG_ECOLI	-0.437	0.065
sp|P0ADQ2|YIID_ECOLI	1.045	1.377e-14
sp|P0ABA6|ATPG_ECOLI	0.595	3.421e-09
sp|P0A7C6|PEPE_ECOLI	2.068	1.387e-08
sp|P75791|YBIU_ECOLI	-0.361	0.007
sp|P24203|YJIA_ECOLI	0.92	5.602e-08
sp|P0AAX8|YBIS_ECOLI	-0.225	0.005
sp|P0AFP4|YBBO_ECOLI	-0.628	0.004
sp|P00946|MANA_ECOLI	0.53	7.303e-08
sp|P75915|YCDY_ECOLI	-0.46	0.0002505
sp|P0AEJ2|ENTC_ECOLI	-0.396	0.012
sp|P61316|LOLA_ECOLI	-0.357	0.005
sp|P0AGB6|RPOE_ECOLI	-0.334	0.021
sp|P69853|DMSD_ECOLI	-0.479	0.017
sp|P64451|YDCL_ECOLI	1.149	0.0
sp|P04951|KDSB_ECOLI	0.105	0.83
sp|P27828|WECB_ECOLI	-0.463	0.01
sp|P37613|PANZ_ECOLI	1.23	9.58e-05
sp|P23893|GSA_ECOLI	0.079	0.807
sp|P33221|PURT_ECOLI	-0.556	4.164e-09
sp|P07118|SYV_ECOLI	-0.314	3.353e-14
sp|P0AF36|ZAPB_ECOLI	0.066	0.951
sp|P0AFH8|OSMY_ECOLI	-1.2	0.0
sp|P00954|SYW_ECOLI	-0.484	5.306e-09
sp|P77569|MHPR_ECOLI	1.645	0.004
sp|P0A8T1|PRMA_ECOLI	-0.261	0.171
sp|P31802|NARP_ECOLI	0.998	4.276e-06
sp|P0A6Y8|DNAK_ECOLI	0.119	0.011
sp|P77737|OPPF_ECOLI	0.704	1.303e-05
sp|P0ACF4|DBHB_ECOLI	0.274	0.097
sp|P0ADX1|YHFA_ECOLI	1.313	0.0002831
