protein	log2FC	p-val
sp|P77739|YNIA_ECOLI	0.515	0.013
sp|P31433|YICH_ECOLI	0.133	0.537
sp|P0A8M0|SYN_ECOLI	0.278	0.007
sp|P60472|UPPS_ECOLI	-0.114	0.557
sp|P32173|MOBA_ECOLI	-0.103	0.689
sp|P39451|ADHP_ECOLI	1.155	4.344e-07
sp|P0AFX0|HPF_ECOLI	0.095	0.246
sp|P45470|YHBO_ECOLI	0.271	0.131
sp|P64606|MLAE_ECOLI	0.062	1.0
sp|P0AG16|PUR1_ECOLI	-0.436	2.083e-05
sp|P0A742|MSCL_ECOLI	-0.426	0.009
sp|P37440|UCPA_ECOLI	0.813	1.868e-07
sp|P05041|PABB_ECOLI	0.31	0.091
sp|P08312|SYFA_ECOLI	-0.058	0.477
sp|P0AF70|YJEI_ECOLI	-0.365	0.58
sp|P00861|DCDA_ECOLI	-0.373	0.0007169
sp|P0AGD7|SRP54_ECOLI	0.122	0.279
sp|P68688|GLRX1_ECOLI	-0.777	0.034
sp|P37902|GLTI_ECOLI	0.078	0.302
sp|P0A7C2|LEXA_ECOLI	-0.127	0.332
sp|P0AFD4|NUOH_ECOLI	-0.421	0.115
sp|P0A6W9|GSH1_ECOLI	-0.009	0.73
sp|P04816|LIVK_ECOLI	-0.84	8.473e-13
sp|P0AAI9|FABD_ECOLI	0.556	8.076e-06
sp|P0AGK4|YHBY_ECOLI	-1.2	5.743e-05
sp|P15977|MALQ_ECOLI	-0.516	0.011
sp|P27829|WECC_ECOLI	0.267	0.299
sp|P0A6B7|ISCS_ECOLI	0.526	2.303e-11
sp|P15993|AROP_ECOLI	-0.332	0.05
sp|P07862|DDLB_ECOLI	0.224	0.144
sp|P21888|SYC_ECOLI	-0.601	1.783e-07
sp|P00957|SYA_ECOLI	0.001	0.918
sp|P0AG84|YGHA_ECOLI	0.482	0.013
sp|P0AFG3|ODO1_ECOLI	0.735	0.0
sp|P0ACP7|PURR_ECOLI	0.024	0.828
sp|P28306|MLTG_ECOLI	-0.797	0.002
sp|P0AEJ2|ENTC_ECOLI	-0.729	0.002
sp|P31064|YEDE_ECOLI	-0.063	0.914
sp|P0A8K1|PSD_ECOLI	0.074	0.816
sp|P0AFW4|RNK_ECOLI	1.067	0.004
sp|P12008|AROC_ECOLI	0.225	0.185
sp|P17846|CYSI_ECOLI	0.187	0.117
sp|P76346|MTFA_ECOLI	-0.028	0.862
sp|P52060|YGGU_ECOLI	0.639	0.013
sp|P24183|FDNG_ECOLI	1.14	0.001
sp|P36999|RLMA_ECOLI	0.126	0.803
sp|P50457|PUUE_ECOLI	-1.008	0.0001062
sp|P0A6B4|ALR1_ECOLI	0.414	0.105
sp|P75823|LTAE_ECOLI	0.515	0.003
sp|P0A894|RAPZ_ECOLI	0.225	0.089
sp|P0ABT5|DUSB_ECOLI	-0.093	0.747
sp|P0AC16|FOLB_ECOLI	0.44	0.251
sp|P76115|YNCD_ECOLI	-0.101	1.0
sp|Q46893|ISPD_ECOLI	0.06	0.898
