protein	log2FC	p-val
sp|P0A9H5|BTUR_ECOLI	-0.456	0.108
sp|P0A998|FTNA_ECOLI	-0.543	0.000699
sp|P77529|YDJN_ECOLI	-0.322	0.21
sp|P0A7J7|RL11_ECOLI	-0.029	0.946
sp|P0A6I0|KCY_ECOLI	-0.046	0.476
sp|P69423|TATC_ECOLI	-0.695	0.016
sp|P0A7K2|RL7_ECOLI	-0.226	0.044
sp|P37387|XYLF_ECOLI	-0.307	0.116
sp|P31677|OTSA_ECOLI	1.238	2.484e-11
sp|P76035|YCIW_ECOLI	0.237	0.391
sp|P69828|PTKA_ECOLI	0.532	0.0003026
sp|P23882|FMT_ECOLI	0.067	0.821
sp|P0A9H1|MUG_ECOLI	0.229	0.344
sp|P0AED0|USPA_ECOLI	0.262	0.119
sp|P30870|GLNE_ECOLI	-0.089	0.641
sp|P07109|HISP_ECOLI	-0.804	0.0004742
sp|P10384|FADL_ECOLI	0.232	0.061
sp|P0A761|NANE_ECOLI	-0.052	0.666
sp|P0A780|NUSB_ECOLI	0.005	0.832
sp|P0A8A2|YEEN_ECOLI	0.089	0.565
sp|P0AFT5|BTSR_ECOLI	-0.116	0.796
sp|P0AEQ6|GLNP_ECOLI	-0.593	0.0009479
sp|P22186|MRAZ_ECOLI	0.038	1.0
sp|P04846|NLPA_ECOLI	0.878	9.285e-09
sp|P37188|PTKB_ECOLI	1.577	1.689e-10
sp|P0A6M8|EFG_ECOLI	-0.175	8.129e-05
sp|P50457|PUUE_ECOLI	-0.608	0.052
sp|P06996|OMPC_ECOLI	0.263	8.399e-05
sp|P0AGL7|RSME_ECOLI	-0.364	0.026
sp|P11447|ARLY_ECOLI	0.036	0.534
sp|P0A9F1|MNTR_ECOLI	-0.238	0.902
sp|P42599|YGJR_ECOLI	0.209	0.422
sp|P09053|AVTA_ECOLI	0.216	0.069
sp|P0A6W9|GSH1_ECOLI	-0.269	0.01
sp|P0A9T0|SERA_ECOLI	-0.188	0.006
sp|P76256|TSAB_ECOLI	0.525	0.033
sp|P25524|CODA_ECOLI	-0.289	0.006
sp|P0ACB7|HEMY_ECOLI	-0.296	0.021
sp|P40874|MTOX_ECOLI	-0.424	0.013
sp|P0A8K1|PSD_ECOLI	-0.438	5.332e-05
sp|P31133|POTF_ECOLI	-0.66	9.121e-08
sp|P77756|QUEC_ECOLI	-0.142	0.383
sp|P13009|METH_ECOLI	-0.204	0.0002773
sp|P45395|KDSD_ECOLI	0.075	0.439
sp|P42641|OBG_ECOLI	0.297	0.012
sp|P0AA25|THIO_ECOLI	-0.051	0.63
sp|P09147|GALE_ECOLI	0.185	0.104
sp|P00963|ASNA_ECOLI	-0.994	4.221e-13
sp|P76290|CMOA_ECOLI	0.034	0.633
sp|P24255|RP54_ECOLI	0.252	0.693
sp|P0AAZ7|YCAR_ECOLI	-0.26	0.454
sp|P21367|YCAC_ECOLI	-0.506	0.000985
sp|P0A7M2|RL28_ECOLI	0.242	0.264
sp|P27247|PLSX_ECOLI	0.387	0.246
sp|P0A9B2|G3P1_ECOLI	0.197	0.007
