protein	log2FC	p-val
sp|P52647|NIFJ_ECOLI	-0.065	0.612
sp|P0A6W9|GSH1_ECOLI	0.347	0.002
sp|P0ADI7|YECD_ECOLI	0.671	0.003
sp|P0AG63|RS17_ECOLI	-2.953	8.45e-07
sp|P51024|YAIL_ECOLI	-0.541	0.0004283
sp|P30126|LEUD_ECOLI	3.14	0.0
sp|P32695|DUSA_ECOLI	-0.089	0.341
sp|P0AEM0|FKBX_ECOLI	-0.491	0.05
sp|P0A940|BAMA_ECOLI	-0.023	0.738
sp|P05042|FUMC_ECOLI	-1.272	0.0
sp|P62623|ISPH_ECOLI	-0.716	8.577e-09
sp|P09373|PFLB_ECOLI	-0.22	0.0005281
sp|P09980|REP_ECOLI	-0.302	0.32
sp|Q59385|COPA_ECOLI	0.45	1.734e-07
sp|P0A6T5|GCH1_ECOLI	2.656	0.0
sp|P0ACV4|LAPA_ECOLI	-0.11	0.536
sp|P41409|RIHA_ECOLI	-1.958	0.0
sp|P0ADE8|YGFZ_ECOLI	-0.049	0.881
sp|P0ABE2|BOLA_ECOLI	0.276	0.067
sp|P00579|RPOD_ECOLI	-0.105	0.354
sp|P77570|ANMK_ECOLI	-0.197	0.621
sp|P02919|PBPB_ECOLI	0.017	0.535
sp|P36771|LRHA_ECOLI	-0.338	0.275
sp|P77258|NEMA_ECOLI	0.159	0.139
sp|P0AFD6|NUOI_ECOLI	-1.166	2.665e-15
sp|P0AC81|LGUL_ECOLI	-0.056	0.969
sp|P50457|PUUE_ECOLI	1.459	2.184e-05
sp|P75863|YCBX_ECOLI	0.357	0.006
sp|P22186|MRAZ_ECOLI	0.049	0.805
sp|P37689|GPMI_ECOLI	0.565	3.588e-11
sp|P37177|PT1P_ECOLI	-0.075	0.72
sp|P0AD57|ISPB_ECOLI	0.384	0.147
sp|P60716|LIPA_ECOLI	-1.307	0.0
sp|P62768|YAEH_ECOLI	0.011	0.784
sp|P0A8G3|UXAC_ECOLI	-0.731	8.454e-09
sp|P0A794|PDXJ_ECOLI	-0.196	0.186
sp|P0A7S3|RS12_ECOLI	-0.918	9.024e-09
sp|P0A7V3|RS3_ECOLI	-0.817	0.0
sp|P22255|CYSQ_ECOLI	0.318	0.012
sp|P0AFJ1|YJDM_ECOLI	-1.026	0.001
sp|P10384|FADL_ECOLI	-2.229	0.0
sp|P37595|IAAA_ECOLI	0.073	0.567
sp|P0A707|IF3_ECOLI	-0.026	0.833
sp|P0A6V8|GLK_ECOLI	-0.412	0.013
sp|P0A9R7|FTSE_ECOLI	-0.244	0.06
sp|P0ABJ1|CYOA_ECOLI	-0.668	1.49e-07
sp|Q46925|CSDA_ECOLI	0.548	0.076
sp|P45568|DXR_ECOLI	-0.222	0.437
sp|P0A9A9|FUR_ECOLI	-0.116	0.567
sp|P0A9K7|PHOU_ECOLI	-0.29	0.02
sp|P0AEI1|MIAB_ECOLI	0.087	0.041
sp|P31134|POTG_ECOLI	1.066	6.207e-05
sp|P03007|DPO3E_ECOLI	0.281	0.027
sp|P60752|MSBA_ECOLI	-0.351	0.007
sp|P0ADT2|YGIB_ECOLI	-0.471	0.052
sp|P0AD33|YFCZ_ECOLI	-1.189	3.15e-06
sp|P0A8V0|RBN_ECOLI	-0.129	0.572
sp|P0ADK8|YIBL_ECOLI	0.136	0.199
sp|P77522|SUFB_ECOLI	0.795	7.588e-10
sp|P76397|MDTA_ECOLI	0.345	0.021
sp|P77667|SUFA_ECOLI	0.33	0.083
sp|P0ACF0|DBHA_ECOLI	0.191	0.112
sp|P0C960|EMTA_ECOLI	0.377	0.201
sp|P31441|ADEC_ECOLI	-1.167	7.183e-06
sp|P65367|YQCA_ECOLI	0.162	0.457
sp|P0ACC7|GLMU_ECOLI	-0.369	0.027
sp|P52062|YGGW_ECOLI	-0.763	0.077
sp|P0AF52|GHXP_ECOLI	-0.066	0.904
sp|P0A9S3|GATD_ECOLI	-2.258	6.661e-15
sp|P76256|TSAB_ECOLI	-0.168	0.976
sp|P0ACE7|HINT_ECOLI	0.103	0.325
sp|P0AAC4|YBHL_ECOLI	-0.12	0.722
sp|P0AEK2|FABG_ECOLI	-0.26	0.004
sp|P0ACV8|YMJA_ECOLI	1.554	0.0001039
sp|P0AGJ9|SYY_ECOLI	0.165	0.023
sp|P30864|YAFC_ECOLI	-0.522	0.145
sp|P04425|GSHB_ECOLI	0.023	0.905
sp|P68767|AMPA_ECOLI	0.244	6.912e-05
sp|P0A738|MOAC_ECOLI	0.843	3.726e-07
sp|P12996|BIOB_ECOLI	-0.498	5.702e-05
sp|P0A6M4|DTD_ECOLI	-0.341	0.042
sp|P00448|SODM_ECOLI	-0.197	0.023
sp|P08506|DACC_ECOLI	1.196	0.0
sp|P24188|YCEA_ECOLI	0.136	0.427
sp|P76503|FADI_ECOLI	-0.851	7.172e-07
sp|P0A780|NUSB_ECOLI	-0.097	0.631
sp|P23909|MUTS_ECOLI	-0.668	2.839e-09
sp|P0ACK5|DEOR_ECOLI	0.298	0.228
sp|P31808|YCIK_ECOLI	0.711	3.244e-07
sp|P0ADP7|UBIJ_ECOLI	-0.183	0.502
sp|P0A6D7|AROK_ECOLI	0.031	0.192
sp|P13035|GLPD_ECOLI	-4.247	0.003
sp|P25552|GPPA_ECOLI	-0.376	0.228
sp|P10443|DPO3A_ECOLI	-0.018	0.47
sp|P06610|BTUE_ECOLI	0.693	0.001
sp|P06988|HISX_ECOLI	-0.033	0.487
sp|P64455|YDCY_ECOLI	0.899	0.0001019
sp|P14081|SELB_ECOLI	-0.197	0.072
sp|P0A7Y0|RNC_ECOLI	0.286	0.214
sp|P08839|PT1_ECOLI	1.55	0.0
sp|P33644|POLOX_ECOLI	0.169	0.529
sp|P17952|MURC_ECOLI	0.653	1.995e-08
sp|P29012|ALR2_ECOLI	-3.209	0.0
sp|P08660|AK3_ECOLI	4.321	0.0
sp|P0A6D3|AROA_ECOLI	1.72	0.0
sp|P43671|PQIB_ECOLI	-0.064	0.303
sp|P0A6F5|CH60_ECOLI	-0.866	0.0
sp|P62615|ISPE_ECOLI	0.168	0.529
sp|P31802|NARP_ECOLI	-1.399	8.206e-10
sp|P42596|RLMG_ECOLI	-0.324	0.071
sp|P17315|CIRA_ECOLI	-0.661	0.0
sp|P0AG14|SOHB_ECOLI	0.681	4.589e-09
sp|P0A796|PFKA_ECOLI	0.495	0.0001196
sp|P0C0L7|PROP_ECOLI	1.441	0.0
sp|P42641|OBG_ECOLI	-0.597	4.1e-05
sp|P0AA99|YAFK_ECOLI	1.782	1.266e-10
sp|P39265|ALSB_ECOLI	-1.137	5.281e-11
sp|P75931|YCEM_ECOLI	0.37	0.202
sp|P0C054|IBPA_ECOLI	-1.333	5.822e-13
sp|P0A6Z1|HSCA_ECOLI	0.008	0.84
sp|P0AGK8|ISCR_ECOLI	-0.017	0.7
sp|P67910|HLDD_ECOLI	0.048	0.39
sp|P0A9Q5|ACCD_ECOLI	-0.309	0.01
sp|P0AEY3|MAZG_ECOLI	0.342	0.044
sp|Q57261|TRUD_ECOLI	0.205	0.722
sp|P0A8K5|YAEP_ECOLI	0.283	0.067
sp|P76270|MSRC_ECOLI	0.899	7.625e-06
sp|P0A8M3|SYT_ECOLI	0.043	0.235
sp|P23865|PRC_ECOLI	0.471	4.391e-10
sp|P0A9C9|GLPX_ECOLI	-0.93	4.441e-16
sp|P0AFJ7|PITA_ECOLI	0.002	0.966
sp|P77808|CINAL_ECOLI	-0.072	0.677
sp|P69831|PTKC_ECOLI	-1.483	2.398e-14
sp|P0AG90|SECD_ECOLI	-0.476	3.869e-08
sp|P0AEX5|KPPR_ECOLI	-0.0005865	0.664
sp|P77781|MENI_ECOLI	0.703	0.0003112
sp|P0A7T7|RS18_ECOLI	-0.343	0.048
sp|P0A8J8|RHLB_ECOLI	0.077	0.316
sp|P0A8N0|MATP_ECOLI	-0.167	0.632
sp|Q46871|YQJH_ECOLI	0.007	0.811
sp|P0A809|RUVA_ECOLI	-0.089	0.275
sp|P0A8F0|UPP_ECOLI	1.184	0.0
sp|P17443|MURG_ECOLI	-0.008	0.993
sp|P63284|CLPB_ECOLI	0.157	0.014
sp|P0ADP9|YIHD_ECOLI	0.828	3.931e-07
sp|P0AFK9|POTD_ECOLI	-0.307	0.0005431
sp|P09127|HEMX_ECOLI	-0.236	0.023
sp|P77756|QUEC_ECOLI	-0.293	0.089
sp|P45799|NUDE_ECOLI	0.19	0.218
sp|P0A9W0|ULAR_ECOLI	-0.195	0.643
