protein	log2FC	p-val
sp|P77488|DXS_ECOLI	0.531	0.0004526
sp|P30178|HCXB_ECOLI	0.703	8.74e-08
sp|P0AD59|IVY_ECOLI	-0.342	0.002
sp|P25742|RFAQ_ECOLI	-0.592	0.024
sp|P0AB12|YCCF_ECOLI	-1.253	7.412e-06
sp|P0A6W9|GSH1_ECOLI	-0.142	0.066
sp|P0ABB0|ATPA_ECOLI	0.135	0.026
sp|P0ABI8|CYOB_ECOLI	0.655	0.019
sp|P26647|PLSC_ECOLI	-0.095	0.661
sp|P0A8X0|YJGA_ECOLI	0.211	0.583
sp|P0A9S7|LIVG_ECOLI	-0.698	2.004e-08
sp|P23882|FMT_ECOLI	0.145	0.046
sp|P37349|DHAM_ECOLI	-1.204	1.797e-12
sp|P0AEM0|FKBX_ECOLI	-0.084	0.551
sp|P52697|6PGL_ECOLI	1.054	3.153e-14
sp|P00961|SYGB_ECOLI	-0.27	1.032e-06
sp|P0A6T3|GAL1_ECOLI	1.511	1.723e-13
sp|P75957|LOLD_ECOLI	-0.09	0.879
sp|P27828|WECB_ECOLI	-0.857	2.626e-05
sp|P00864|CAPP_ECOLI	-0.749	0.0
sp|P0A7D7|PUR7_ECOLI	-0.133	0.007
sp|P0AGC3|SLT_ECOLI	1.0	3.975e-10
sp|P04816|LIVK_ECOLI	-0.337	0.005
sp|P76372|WZZB_ECOLI	-0.245	0.0009365
sp|P23836|PHOP_ECOLI	0.418	0.0005033
sp|P0AGB0|SERB_ECOLI	-0.159	0.196
sp|P0AB26|YCEB_ECOLI	-0.655	0.037
sp|P76507|YFDI_ECOLI	0.664	0.038
sp|P32099|LPLA_ECOLI	-0.378	0.021
sp|P17846|CYSI_ECOLI	0.567	3.633e-10
sp|P77737|OPPF_ECOLI	-0.998	3.774e-05
sp|P04079|GUAA_ECOLI	-0.113	0.06
sp|P23917|MAK_ECOLI	0.763	0.0005432
sp|P76491|5DNU_ECOLI	0.246	0.429
sp|P0A917|OMPX_ECOLI	-1.186	0.0
sp|P15977|MALQ_ECOLI	0.764	0.0002254
sp|P0ABS8|HOLE_ECOLI	-0.13	0.775
sp|P75779|YBIX_ECOLI	-1.98	1.625e-09
sp|P0AAG0|DPPD_ECOLI	0.359	0.325
sp|P27303|EMRA_ECOLI	-0.647	1.35e-05
