protein	log2FC	p-val
sp|P33650|FEOB_ECOLI	-0.343	0.128
sp|P07762|GLGB_ECOLI	0.147	0.622
sp|P0AC38|ASPA_ECOLI	1.943	0.0
sp|P0AES6|GYRB_ECOLI	-0.076	0.313
sp|P0A6S7|GPDA_ECOLI	0.391	0.001
sp|P76055|TTCA_ECOLI	-0.314	0.299
sp|P0AGA2|SECY_ECOLI	-0.223	0.619
sp|P0A870|TALB_ECOLI	-0.207	0.035
sp|P0AB61|YCIN_ECOLI	-0.729	0.001
sp|P10908|UGPQ_ECOLI	0.894	0.002
sp|P15770|AROE_ECOLI	-0.339	0.048
sp|P25536|NTPPA_ECOLI	1.043	0.001
sp|P37128|NUDK_ECOLI	-0.201	0.159
sp|P75957|LOLD_ECOLI	-0.077	0.486
sp|P52097|TILS_ECOLI	-0.895	0.001
sp|P0A962|ASPG1_ECOLI	-0.121	0.172
sp|P76339|HPRS_ECOLI	0.914	0.012
sp|P76550|YFFS_ECOLI	0.313	0.06
sp|P0A8G6|NQOR_ECOLI	0.948	2.091e-11
sp|P00547|KHSE_ECOLI	-0.974	4.396e-14
sp|P69425|TATB_ECOLI	0.085	0.921
sp|P0A9Q7|ADHE_ECOLI	-0.652	0.0
sp|P21338|RNI_ECOLI	-0.106	0.338
sp|P0A6W5|GREA_ECOLI	-0.194	0.022
sp|P69828|PTKA_ECOLI	1.312	0.0
sp|P0ACQ4|OXYR_ECOLI	0.054	0.645
sp|P27303|EMRA_ECOLI	-0.344	0.084
sp|P00861|DCDA_ECOLI	-0.325	0.032
sp|P37745|RMLC_ECOLI	0.533	0.001
sp|P0A7D7|PUR7_ECOLI	-0.101	0.043
sp|P0A6Y1|IHFB_ECOLI	0.632	6.726e-09
sp|P0AE52|BCP_ECOLI	-0.19	0.002
sp|P60595|HIS5_ECOLI	0.268	0.037
sp|P0A6F5|CH60_ECOLI	0.371	1.614e-08
sp|P0AA39|RLUC_ECOLI	0.491	0.0002589
sp|P67603|YQFB_ECOLI	0.211	0.188
sp|P0A8D6|YMDB_ECOLI	0.264	0.208
sp|P0AB14|YCCJ_ECOLI	0.391	0.071
sp|P0AF03|MOG_ECOLI	1.383	3.357e-09
sp|P68919|RL25_ECOLI	0.187	0.015
sp|P22731|LIVF_ECOLI	1.38	1.412e-10
sp|P0AD96|LIVJ_ECOLI	1.087	0.0
sp|P0ACE7|HINT_ECOLI	-0.078	0.782
sp|P0AB55|YCII_ECOLI	-0.381	0.772
sp|P17117|NFSA_ECOLI	0.757	2.724e-06
sp|P0ADI4|ENTB_ECOLI	-1.344	1.11e-15
sp|P06960|OTC2_ECOLI	0.39	0.081
sp|P0ABH7|CISY_ECOLI	0.524	1.364e-08
sp|P08997|MASY_ECOLI	1.667	0.0
sp|P37744|RMLA1_ECOLI	0.092	0.244
sp|P11447|ARLY_ECOLI	-0.522	2.505e-10
sp|P0A717|KPRS_ECOLI	0.302	0.00011
sp|P17993|UBIG_ECOLI	0.194	0.47
sp|P0A9Q1|ARCA_ECOLI	0.802	9.385e-12
sp|P37177|PT1P_ECOLI	-0.732	4.205e-06
sp|P0A9E5|FNR_ECOLI	0.371	0.038
sp|P27250|AHR_ECOLI	0.405	0.013
sp|P33643|RLUD_ECOLI	1.188	1.378e-07
sp|P0ADN6|YIFL_ECOLI	-0.233	0.209
sp|P0AFI2|PARC_ECOLI	-0.267	0.017
sp|P04079|GUAA_ECOLI	0.139	0.138
sp|P77526|YFCG_ECOLI	0.311	0.012
sp|P0AEI1|MIAB_ECOLI	1.002	0.0
sp|P0ADZ4|RS15_ECOLI	-0.191	0.036
sp|P50457|PUUE_ECOLI	0.526	0.085
sp|P0A9L8|P5CR_ECOLI	0.83	4.296e-05
sp|P0AFL3|PPIA_ECOLI	0.451	0.0002278
sp|P0A955|ALKH_ECOLI	-0.299	0.003
sp|P31134|POTG_ECOLI	0.907	1.524e-06
sp|P0A6Y8|DNAK_ECOLI	0.241	2.429e-06
sp|P28861|FENR_ECOLI	-0.317	0.068
sp|P30125|LEU3_ECOLI	-0.347	0.0005225
sp|P37005|LAST_ECOLI	0.202	0.308
sp|P23908|ARGE_ECOLI	-0.387	1.029e-05
sp|P37759|RMLB1_ECOLI	0.027	0.243
