protein	log2FC	p-val
sp|P23305|YIGA_ECOLI	-0.243	0.398
sp|P0ADI7|YECD_ECOLI	-0.284	0.207
sp|P45577|PROQ_ECOLI	-0.387	7.615e-05
sp|P0ACC7|GLMU_ECOLI	-0.436	0.0001117
sp|P00509|AAT_ECOLI	0.141	0.045
sp|P0A9F9|METR_ECOLI	0.112	0.549
sp|P28249|ASMA_ECOLI	0.286	0.013
sp|P64540|YFCL_ECOLI	0.008	0.673
sp|P02359|RS7_ECOLI	-0.165	0.01
sp|P22256|GABT_ECOLI	0.216	0.22
sp|P0AEB0|CYSW_ECOLI	0.221	0.499
sp|Q2M7R5|YIBT_ECOLI	-0.724	0.025
sp|P37440|UCPA_ECOLI	1.176	2.241e-12
sp|P45523|FKBA_ECOLI	-0.191	0.016
sp|P0C960|EMTA_ECOLI	-0.155	0.301
sp|P0ABU7|EXBB_ECOLI	-0.57	0.000992
sp|P26281|HPPK_ECOLI	-0.164	0.361
sp|P0ACY9|YEBG_ECOLI	-0.585	0.009
sp|P28304|QOR1_ECOLI	0.607	6.421e-10
sp|P12282|MOEB_ECOLI	0.34	0.214
sp|P37744|RMLA1_ECOLI	0.161	0.071
sp|P0A7R1|RL9_ECOLI	-0.449	1.012e-07
sp|P0ACE7|HINT_ECOLI	0.425	0.005
sp|P39099|DEGQ_ECOLI	-0.402	2.318e-06
sp|P0A867|TALA_ECOLI	0.495	6.592e-11
sp|P22188|MURE_ECOLI	0.782	2.533e-12
sp|P00547|KHSE_ECOLI	-0.39	0.005
sp|P0DMC7|RCSB_ECOLI	-0.257	0.007
sp|P21599|KPYK2_ECOLI	-0.36	8.162e-07
sp|P77213|GCS2_ECOLI	-0.234	0.761
sp|P76621|GLAH_ECOLI	-0.155	0.127
sp|P77529|YDJN_ECOLI	0.175	0.705
sp|P77395|CNOX_ECOLI	-0.269	0.029
sp|P37642|YHJD_ECOLI	0.206	0.938
sp|P0ACB4|HEMG_ECOLI	-0.19	0.035
sp|P0AEK4|FABI_ECOLI	-0.014	0.971
sp|P37689|GPMI_ECOLI	-1.481	0.0
sp|P33136|OPGG_ECOLI	-0.391	1.26e-09
sp|P07913|TDH_ECOLI	0.409	0.154
sp|P77279|FETA_ECOLI	-0.065	0.699
sp|P0A9A6|FTSZ_ECOLI	-0.156	0.005
sp|P0A6M8|EFG_ECOLI	-0.182	1.547e-05
sp|P06709|BIRA_ECOLI	-0.208	0.311
sp|P69423|TATC_ECOLI	-0.718	0.001
sp|P0ACJ0|LRP_ECOLI	-0.132	0.218
sp|P64483|YEAK_ECOLI	0.286	0.038
sp|P38054|CUSA_ECOLI	0.219	0.009
sp|P32664|NUDC_ECOLI	-0.14	0.399
sp|P0ACB2|HEM2_ECOLI	0.378	0.0001712
sp|P62707|GPMA_ECOLI	0.501	8.44e-10
sp|P41407|AZOR_ECOLI	0.219	0.098
sp|P0A7P5|RL34_ECOLI	-1.671	0.004
sp|P06960|OTC2_ECOLI	-0.204	0.167
sp|P0AFM4|PSIF_ECOLI	0.217	0.297
sp|P14081|SELB_ECOLI	-0.385	0.0002103
sp|P0ACE3|HHA_ECOLI	-0.208	0.315
sp|P07001|PNTA_ECOLI	-0.84	3.131e-14
sp|P0A7Z4|RPOA_ECOLI	0.041	0.023
sp|P0AFL3|PPIA_ECOLI	0.091	0.362
sp|P0A7V8|RS4_ECOLI	-0.309	7.503e-07
sp|P0CB39|EPTC_ECOLI	-0.189	0.218
sp|P60595|HIS5_ECOLI	-1.221	8.664e-13
sp|P0A794|PDXJ_ECOLI	0.256	0.072
sp|P0AE88|CPXR_ECOLI	0.413	9.305e-05
sp|P77611|RSXC_ECOLI	-0.339	0.061
sp|P0A910|OMPA_ECOLI	0.003	0.635
sp|P37643|YHJE_ECOLI	-2.272	8.079e-09
sp|P76108|YDCS_ECOLI	-0.026	0.492
sp|P0AE82|CPXA_ECOLI	0.005	0.73
sp|P24183|FDNG_ECOLI	0.894	0.007
sp|P0AFG8|ODP1_ECOLI	-0.338	3.109e-15
sp|P75863|YCBX_ECOLI	-0.081	0.425
sp|P0ABD5|ACCA_ECOLI	-0.703	7.461e-14
sp|P21362|YCIF_ECOLI	0.794	8.883e-05
sp|P42588|PAT_ECOLI	-0.102	0.276
sp|P0AAH0|PSTB_ECOLI	-0.669	7.906e-06
sp|P0ABB0|ATPA_ECOLI	-0.398	2.526e-09
sp|P37631|YHIN_ECOLI	-0.276	0.321
sp|P39160|UXUB_ECOLI	-0.293	0.267
sp|P15977|MALQ_ECOLI	-0.547	0.0005954
sp|P69874|POTA_ECOLI	0.212	0.166
sp|P0AD33|YFCZ_ECOLI	-0.023	0.693
