protein	log2FC	p-val
sp|P24171|DCP_ECOLI	0.608	7.315e-10
sp|P10371|HIS4_ECOLI	-0.408	3.703e-05
sp|P67080|PLPHP_ECOLI	-0.64	1.572e-05
sp|P0A870|TALB_ECOLI	0.093	0.919
sp|P0A940|BAMA_ECOLI	0.088	0.439
sp|P45579|HCXA_ECOLI	0.221	0.748
sp|P0AE12|AMN_ECOLI	0.772	4.091e-10
sp|P19926|AGP_ECOLI	2.914	0.0
sp|P0AB89|PUR8_ECOLI	-0.594	2.243e-12
sp|P0AD27|YEJM_ECOLI	0.864	0.003
sp|P0A8B2|YFCN_ECOLI	0.22	0.368
sp|P06616|ERA_ECOLI	-0.978	0.0004279
sp|P13857|RIML_ECOLI	1.552	7.457e-07
sp|P0A9Y6|CSPC_ECOLI	0.368	0.025
sp|P76536|YFEX_ECOLI	0.073	0.359
sp|P0AG30|RHO_ECOLI	-0.289	1.421e-05
sp|P17952|MURC_ECOLI	-0.115	0.45
sp|P0AET2|HDEB_ECOLI	1.699	7.956e-08
sp|P64604|MLAD_ECOLI	-0.387	0.003
sp|P31130|YDEI_ECOLI	2.19	5.285e-14
sp|P06715|GSHR_ECOLI	0.734	9.82e-09
sp|P0AEH3|ELAA_ECOLI	-0.623	0.024
sp|P30750|METN_ECOLI	0.326	0.032
sp|P0A759|NAGB_ECOLI	4.169	0.0
sp|P76035|YCIW_ECOLI	0.556	0.006
sp|P07109|HISP_ECOLI	0.577	0.0007145
sp|P12295|UNG_ECOLI	0.291	0.085
sp|P0AAX8|YBIS_ECOLI	-0.267	0.121
sp|P33232|LLDD_ECOLI	1.986	0.0
sp|P05194|AROD_ECOLI	0.315	0.004
sp|P77488|DXS_ECOLI	0.518	1.665e-05
sp|Q46857|DKGA_ECOLI	1.615	0.0
sp|P0A8F8|UVRB_ECOLI	0.836	1.554e-15
sp|P0A8W5|YQGE_ECOLI	-0.192	0.288
sp|P60293|MUKF_ECOLI	0.785	2.035e-05
sp|P75682|YAGE_ECOLI	1.687	1.357e-10
sp|P0A705|IF2_ECOLI	-0.206	0.004
sp|P0AF28|NARL_ECOLI	0.469	0.0001175
sp|P75767|GNGF_ECOLI	0.749	0.011
sp|P43329|HRPA_ECOLI	0.052	0.782
sp|P06612|TOP1_ECOLI	0.334	0.0005726
sp|P0AG78|SUBI_ECOLI	-0.74	4.949e-10
sp|P0ADA1|TESA_ECOLI	0.543	0.002
sp|P16700|CYSP_ECOLI	-0.012	0.603
sp|P0AEX5|KPPR_ECOLI	1.532	1.143e-10
sp|P0AG48|RL21_ECOLI	-0.763	1.624e-05
sp|P0AC44|DHSD_ECOLI	0.545	0.192
sp|P31133|POTF_ECOLI	1.074	8.438e-15
sp|P06961|CCA_ECOLI	1.009	2.785e-06
sp|P77257|LSRA_ECOLI	1.911	1.123e-06
sp|P75830|MACA_ECOLI	0.484	0.000587
sp|P0ADT2|YGIB_ECOLI	0.279	0.094
sp|P28903|NRDD_ECOLI	0.383	0.054
sp|P0AC53|G6PD_ECOLI	0.321	1.24e-06
sp|P0A8S1|ARGP_ECOLI	0.763	0.0002736
sp|P23908|ARGE_ECOLI	-0.328	6.845e-06
sp|P28861|FENR_ECOLI	0.318	0.142
sp|P76372|WZZB_ECOLI	-0.357	3.544e-06
sp|P77695|GNSB_ECOLI	0.346	0.016
sp|P15770|AROE_ECOLI	-0.309	0.345
sp|P37773|MPL_ECOLI	-0.138	0.091
sp|P0AD24|YEJL_ECOLI	-0.356	0.128
sp|P23857|PSPE_ECOLI	1.566	1.925e-05
sp|P0AC38|ASPA_ECOLI	3.842	0.0
sp|P0AE52|BCP_ECOLI	-0.324	1.819e-06
sp|P13024|FDHE_ECOLI	0.316	0.327
sp|P0ADV7|MLAC_ECOLI	0.627	4.1e-07
sp|P24228|DACB_ECOLI	1.694	1.344e-06
sp|P0A6Q3|FABA_ECOLI	0.427	0.0001064
sp|P07395|SYFB_ECOLI	0.139	0.825
sp|P0A717|KPRS_ECOLI	0.033	0.484
sp|P32662|GPH_ECOLI	-0.429	0.041
sp|P0A7M9|RL31_ECOLI	0.306	0.547
sp|P0AF70|YJEI_ECOLI	0.709	0.059
sp|P61949|FLAV_ECOLI	-0.041	0.318
sp|P0AAZ4|RARA_ECOLI	1.094	0.002
sp|P0A8W0|NANR_ECOLI	0.446	0.093
sp|P76550|YFFS_ECOLI	0.552	0.003
sp|P0A6D3|AROA_ECOLI	-0.832	1.199e-14
sp|P0ACV4|LAPA_ECOLI	0.808	0.009
sp|P30859|ARTI_ECOLI	0.862	6.991e-09
sp|P0AGB6|RPOE_ECOLI	0.665	0.001
sp|P22939|ISPA_ECOLI	0.212	0.733
sp|P0AGE0|SSB_ECOLI	0.37	0.009
sp|P0A9Q7|ADHE_ECOLI	0.909	0.0
sp|P00363|FRDA_ECOLI	2.024	1.776e-15
sp|P0A722|LPXA_ECOLI	0.625	0.019
sp|P0A7F9|QUEA_ECOLI	-0.59	0.002
sp|P36649|CUEO_ECOLI	0.669	4.314e-05
sp|P69503|APT_ECOLI	-1.17	3.016e-09
sp|P0AF08|APBC_ECOLI	-0.162	0.454
sp|P77689|SUFD_ECOLI	0.197	0.482
sp|P0ABU2|YCHF_ECOLI	-0.919	0.0
sp|P0A9L8|P5CR_ECOLI	0.369	0.07
sp|P33599|NUOCD_ECOLI	1.139	0.0
sp|P0AEC5|BARA_ECOLI	-0.394	0.63
sp|P52094|HISQ_ECOLI	0.912	0.033
sp|P04968|ILVA_ECOLI	-0.39	4.501e-05
sp|P0AB24|EFEO_ECOLI	-0.302	7.658e-06
sp|P29745|PEPT_ECOLI	0.868	9.513e-11
sp|P0ACA7|GSTB_ECOLI	0.433	0.392
sp|P09126|HEM4_ECOLI	0.969	0.0006103
