protein	log2FC	p-val
sp|P0AAX8|YBIS_ECOLI	0.153	0.449
sp|P30863|DKGB_ECOLI	-0.013	0.589
sp|P0AF50|YJBR_ECOLI	0.602	0.005
sp|P11880|MURF_ECOLI	-0.178	0.114
sp|P28635|METQ_ECOLI	0.36	4.604e-07
sp|P00956|SYI_ECOLI	-0.272	0.001
sp|P51024|YAIL_ECOLI	0.098	0.642
sp|P0AG27|YIBN_ECOLI	-0.095	0.269
sp|P10346|GLNQ_ECOLI	0.225	0.379
sp|P15067|GLGX_ECOLI	-0.09	0.707
sp|P68739|NFI_ECOLI	-0.015	0.628
sp|P0A6F1|CARA_ECOLI	-0.508	3.043e-06
sp|P0AG59|RS14_ECOLI	-0.353	0.005
sp|P0A8A2|YEEN_ECOLI	0.425	0.014
sp|P13445|RPOS_ECOLI	-0.343	0.03
sp|P0A7Y8|RNPA_ECOLI	-0.275	0.213
sp|P06709|BIRA_ECOLI	2.243	0.001
sp|P0A8I5|TRMB_ECOLI	-0.416	0.061
sp|P69228|BAER_ECOLI	-0.293	0.796
sp|P09127|HEMX_ECOLI	0.551	1.118e-05
sp|P77552|YDHQ_ECOLI	0.053	0.903
sp|P0A9L8|P5CR_ECOLI	0.966	0.0004143
sp|P0A877|TRPA_ECOLI	-0.052	0.516
sp|P0ADK0|YIAF_ECOLI	0.098	0.763
sp|P37617|ZNTA_ECOLI	0.105	0.692
sp|Q47622|SAPA_ECOLI	-0.246	0.278
sp|P0AD59|IVY_ECOLI	0.944	5.013e-05
sp|P06993|MALT_ECOLI	0.687	3.296e-06
sp|P08997|MASY_ECOLI	1.125	0.0
sp|Q46893|ISPD_ECOLI	-0.411	0.306
sp|P0A7T7|RS18_ECOLI	-0.109	0.302
sp|P75914|YCDX_ECOLI	-0.14	0.519
sp|P00547|KHSE_ECOLI	-0.686	9.15e-05
sp|P0A7E9|PYRH_ECOLI	-0.113	0.508
sp|P0ACY9|YEBG_ECOLI	-0.026	0.984
sp|P0A8E1|YCFP_ECOLI	0.177	0.231
sp|P68699|ATPL_ECOLI	0.199	0.551
sp|P06989|HIS2_ECOLI	-0.617	0.039
sp|P61320|LOLB_ECOLI	0.051	0.837
sp|P22259|PCKA_ECOLI	1.508	0.0
sp|P30749|MOAE_ECOLI	0.053	0.878
sp|P60340|TRUB_ECOLI	-0.203	0.405
sp|P0AEZ1|METF_ECOLI	-0.742	1.057e-06
sp|Q59385|COPA_ECOLI	-0.25	0.008
sp|P77718|THII_ECOLI	-0.795	2.532e-08
sp|P0AA16|OMPR_ECOLI	0.678	2.916e-06
sp|P0AEA8|CYSG_ECOLI	-0.272	0.594
sp|P75874|YCCU_ECOLI	0.769	6.375e-05
sp|P75745|PXPC_ECOLI	0.483	0.058
sp|P75777|YBHG_ECOLI	-0.72	0.073
sp|P33940|MQO_ECOLI	-0.564	0.017
sp|P76128|DDPA_ECOLI	0.995	0.006
sp|P42593|FADH_ECOLI	0.599	1.887e-06
sp|P15373|PRLF_ECOLI	0.403	0.153
sp|P77475|YQAB_ECOLI	-0.574	0.132
sp|P24203|YJIA_ECOLI	0.576	0.0004919
sp|P32160|YIIQ_ECOLI	0.317	0.205
sp|P31142|THTM_ECOLI	0.826	9.587e-12
sp|P0A9K9|SLYD_ECOLI	0.356	0.013
sp|P0AFW4|RNK_ECOLI	1.429	2.82e-05
sp|P52108|RSTA_ECOLI	-0.403	0.043
sp|P76116|YNCE_ECOLI	-0.171	0.047
sp|P0AAH0|PSTB_ECOLI	1.036	1.134e-05
sp|P0A879|TRPB_ECOLI	-0.181	0.123
sp|P0A6F9|CH10_ECOLI	-0.354	0.021
sp|P76177|YDGH_ECOLI	0.149	0.166
sp|P77444|SUFS_ECOLI	0.277	0.236
sp|P15770|AROE_ECOLI	0.112	0.567
sp|P07762|GLGB_ECOLI	0.025	0.87
sp|P25437|FRMA_ECOLI	0.582	5.992e-06
sp|P0C0L2|OSMC_ECOLI	1.418	2.533e-10
sp|P31060|MODF_ECOLI	0.118	0.154
sp|P08660|AK3_ECOLI	-1.211	0.0
sp|P61517|CAN_ECOLI	-0.429	0.0005143
sp|P0A9J6|RBSK_ECOLI	0.852	9.55e-07
sp|P0AC69|GLRX4_ECOLI	0.33	0.018
sp|P00350|6PGD_ECOLI	-0.122	0.176
sp|P0A8G6|NQOR_ECOLI	0.869	1.255e-12
sp|P04391|OTC1_ECOLI	-0.356	0.004
sp|P0ABH9|CLPA_ECOLI	-0.431	7.051e-05
sp|P0AD96|LIVJ_ECOLI	0.249	0.033
sp|P0AEM4|FLGM_ECOLI	0.379	0.231
sp|P39177|USPG_ECOLI	0.972	7.596e-09
sp|P37773|MPL_ECOLI	-0.556	0.01
sp|P07024|USHA_ECOLI	0.511	0.001
sp|P31473|RAVA_ECOLI	0.031	0.737
sp|P0A8Y3|YIHX_ECOLI	0.471	0.005
sp|P0AGK4|YHBY_ECOLI	0.498	0.085
sp|P64451|YDCL_ECOLI	1.331	3.921e-13
sp|P31120|GLMM_ECOLI	-0.018	0.906
sp|P0ABU5|ELBB_ECOLI	0.231	0.376
sp|P0ACZ8|CUSR_ECOLI	-1.562	1.106e-13
sp|P75864|RLMKL_ECOLI	-0.014	0.996
sp|P0AFP4|YBBO_ECOLI	-0.133	1.0
sp|P33232|LLDD_ECOLI	-0.059	0.637
sp|P0A7B5|PROB_ECOLI	-0.179	0.808
sp|P0A903|BAMC_ECOLI	-0.069	0.384
sp|P0A8K1|PSD_ECOLI	-0.317	0.025
sp|P00909|TRPC_ECOLI	0.038	0.83
sp|P05458|PTRA_ECOLI	0.046	0.992
sp|P0AFJ7|PITA_ECOLI	-0.284	0.626
sp|P68206|YJBJ_ECOLI	1.993	5.337e-05
sp|P33219|YEBF_ECOLI	0.655	5.205e-05
sp|P09053|AVTA_ECOLI	-0.169	0.195
