protein	z-value
sodC	6.399234702598092
yqcC	-0.6508675855134893
yjgR	6.72028346436191
lsrB	7.3487
paaK	-0.7046726546982239
dapA	-5.8073910116805605
rpsU	-1.9168348370193948
efp	-4.640742527410655
amiD	0.7991183470974861
rplX	-4.714691856947542
osmY	-2.455922355825796
fabH	1.5603133553090107
oppA	-0.5201687641518986
leuC	7.292566866723042
rplN	-3.4088613951934517
recR	-2.2852569227967323
rapZ	2.6401148707765008
gpr	6.8370354452879765
nuoG	3.7840961154712143
dusA	-1.1062941182345183
ygaM	3.6506243960235407
secA	2.573290516552598
ymdB	1.9137722490752058
curA	6.791667952638966
bcsG	-0.6929903314382025
rpoA	-1.9723942566799828
nagK	0.015550332350533257
mobA	0.5224773188214445
shiA	0.5645617158290196
pyrG	-6.4636855977506595
ruvB	0.40022077761643826
purU	-4.591374733264826
eptB	2.463157668988644
dnaJ	-1.8450155488756959
cysE	1.0654334591330263
pal	-6.0689839293078975
ygjR	5.82268916024405
yceD	-1.0251665009918751
fhuA	-6.608749221174732
gltI	4.467009641728394
atpD	-6.43612812636115
recA	0.040515438719457175
yaeH	4.40411882101597
hemB	1.2896127568263491
aroP	0.9913552469171597
glyS	-2.4017105185834926
atpE	1.85600454191482
eutB	0.8141349845415353
cydB	2.1753572298893524
manY	-3.2606387362587874
prfB	-4.478384990523842
ybjT	2.5103080351540554
arcB	3.3072665386226747
ltaE	1.1986277265114245
sbmA	1.832913826753897
bioD1	-2.0792434022734967
agaR	0.8210114568110977
rplK	-5.279342672609632
gldA	5.48142245733207
katG	7.3487
map	-3.261761533917528
minC	-1.355837427503203
carA	-7.3487
mrcB	3.3210510066574517
cysW	-2.750646954219533
rpsG	-4.657198338389512
accA	0.833748380142452
skp	0.2883218542109951
rimM	-1.4845034648575544
surE	1.8006367439596092
spy	5.721927922954249
dtd	-0.5254999336984217
mnmG	-3.5750790523628737
livM	0.01345885312075818
der	1.943329080623903
rna	0.8935660624361458
rpsL	-2.5688893010235323
acpP	-2.182052409022233
rnb	-6.296165325397165
metQ	2.6958614354321115
pth	-0.07979521247012877
elbB	1.9378995572121362
msrB	-0.03865813548556677
ydjN	-3.25984046706599
gabD	6.671709311884685
rplS	-5.298061581426852
treA	7.3487
ulaR	0.9501275454011193
fabF	-3.981973967091043
hisB	0.4264033949862513
ssb	2.3912775620527533
rpmC	-2.666153108919448
grxD	-1.6251674539769907
yaaA	-1.2312191399376349
ygiM	5.976925085906947
glpQ	-0.5312683896644796
yeiE	1.2629552134973498
ilvC	-7.3487
kdgK	-0.32080092401072385
rsuA	-2.502996595770269
patA	-1.7309916155814271
pgl	4.923099418670379
uxuA	6.7500071262921475
fadI	5.316571187092297
ymdF	2.0140908120181393
nupC	-1.4744456142044216
dnaE	0.5134294287429718
folC	-1.5809153270891934
hisA	-2.4032703401328344
manX	-7.3487
rssB	0.2309077777694191
treB	6.36450335992814
ppiB	-0.40422863828803396
trpGD	-3.4087213142674107
rdgB	-2.888918024407336
mntR	-0.7676430717797457
rpoS	-0.9052163433040118
gcvR	1.318007615561217
ugpQ	4.044704742072198
accC	-1.7944434162553071
baeR	0.5104443113754016
hupA	0.8704315875000429
yajO	6.8959795597467615
clpP	-0.316457008930614
ybhG	2.838397856031296
ydeN	1.9650744961041093
lhgD	-0.5191926862932884
ydhS	3.868568256401647
argP	2.039387364048132
proA	3.539239717880025
bioD2	-0.11506115016811663
aldB	7.3487
atpC	-3.2273545712972327
glf	-5.264725636873739
yfcF	1.795689208669761
dhaL	-0.41418052161152175
tilS	0.86232206434861
dapE	-0.237716619770221
ydfG	-0.8202606640329453
hisP	3.097184905534272
hypB	0.4181198969620225
rseP	2.5790949053286467
eutL	2.156634678675947
ravA	1.7909918833524596
glnB	-2.5461914416680425
infC	-1.2007271588720774
moeB	-1.4291924785164858
xseB	0.9369545561255662
yggE	3.329214202473111
dcyD	1.9144061615390484
otsA	6.558966037664881
tpiA	-3.0520089160934774
prr	7.3487
nlpA	-2.293675296183385
fruK	0.4904749386483936
ppiC	-1.7518996958451256
cysH	-6.0002961860791
slt	5.8681147622110075
menB	0.42134224411380267
ydiJ	3.5991868845065826
ydjA	-0.8720390462463843
sufD	-2.794916370123397
pyrF	-6.945432993080627
cspA	-3.535347019016665
yedE	-1.8489506380585665
rluC	0.7291586539440861
mmuM	2.393265755620979
kefC	1.192298257660476
elaB	5.294340173623525
grxB	-3.1892603617639614
mqo	-1.8915109451690848
yhhA	6.278257702097003
rpoB	-1.0808664840114832
corA	5.758923482623958
psiF	3.947153047147351
qorA	7.3487
dcuR	3.1378397053063356
rnk	-2.5340075489181455
metF	-5.015538588601908
yggX	0.042011914465955966
cysM	-5.156920609440611
ubiF	2.8078724184987056
mppA	5.407175538919494
fabB	1.5773894504034836
artI	1.0790383259763578
orn	-0.18553150145922515
