protein	z-value
sseA	7.3487
nuoF	-3.2808610165158796
yqjH	4.625447793733887
nfsB	-2.5130840576075713
dacB	0.9789321721496149
hslO	-0.6629966871410673
lpxL	-0.4329144472598035
arcB	-0.25477395827095145
djlA	0.3899876694093808
yejM	0.0299991245658053
yfaY	1.1002237503790693
glyS	-2.5295140285905418
coaA	-0.35562780541812605
bglA	2.0488710788027746
grxA	2.1882395644166763
dcrB	2.44136539971074
yidA	-0.500726990576327
yidC	-3.0762864492111524
patA	6.080117847029621
yaeH	7.3487
yjgM	-0.6053502230021671
cueO	-6.342092290716717
ydgA	2.147237689067605
serB	-1.859876165984293
dppD	-5.1329407857233305
cspC	-7.134167596655005
cspA	-7.3487
yceI	0.5164365220858164
deoC	7.3487
yciK	1.5542604714453065
lpp	1.74622630320729
secA	0.09769779151022728
hflC	0.7889473434008455
mlaA	2.906969028643395
yagU	1.1284355023763608
deoA	4.744510609929108
purD	-0.7469133812692693
ddlB	-0.6762267893965535
hisB	-0.5840482239524633
potD	3.369058524387433
slyB	3.8239585742941835
yqfB	-0.27989969607137183
rpmF	-4.059647465751707
rpsQ	-0.1789059037884829
rpsU	-1.864515439441839
hslJ	1.5633769446538406
purH	-2.867126884431327
mreB	-0.1678994940835258
ybhG	3.524976267001194
tmk	0.36033514176773035
yigL	-0.13162033246745045
uspA	7.3487
yggN	2.8247377400403377
puuA	-6.190138009683767
yfcN	0.2797532441706851
pepT	3.333791364265626
ytfP	2.018329613411313
matP	2.4513826996248147
recA	2.0340703996019096
mdh	7.3487
hflX	1.622898966830521
dppA	7.069032393430469
parC	-0.63949959646823
dhaM	-0.11108327895979372
mprA	2.3653668625068796
ribC	1.6092809704260134
metC	-1.016440431832057
bioB	-7.3487
yaaA	2.7289752898183828
rspR	-3.4064420608421755
hcxB	0.4238106357562016
minD	3.660435658557434
ilvI	-0.5454583188843615
yceD	-3.5774075424699294
dhaK	2.430969198571472
dld	-2.7453581967986356
fabF	-0.12792595953313055
gpmB	-2.672485070999659
ubiE	-5.363902271404721
yebF	5.0531561628955854
leuD	-6.565823221786665
cysG	1.6842002670225868
cysS	1.9743280389757747
eptC	-2.8478923413252764
lexA	-0.02000418886724745
metAS	-4.47219110973834
nrdB	0.38883865797802397
ileS	-2.706368119010315
ppsA	4.528969988888451
uspG	7.3487
kpsD	-6.510802293415375
tusB	2.132112188986668
gpt	-2.039113504428167
yfcE	4.285922182892125
pgl	3.0287406111914406
yicC	3.4940232745473914
livF	-0.6551643777369881
yebG	-4.944629595265442
grxB	4.442022335029043
kdgK	1.461365975156353
argT	7.3487
yccU	7.334549514592619
pxpB	0.3333112133433965
kch	0.05117921120300504
tsf	-0.7526718325622255
galK	2.6367253876316474
ycjF	-0.6818429537198206
holB	-0.016126624065561326
mak	1.4683547202356861
rsgA	-4.0409775562237
clpP	4.108105783099491
rplL	1.2749276705872663
dut	3.3715685199207592
yeiE	2.6349723772898974
dkgB	2.3407831234040093
mtfA	0.8048315591250383
waaA	0.01310675571280041
nuoB	-3.1678340715557427
yeiP	-1.5779860976436495
yifE	3.3400316284283216
rpsA	-5.16904135870571
xseA	-2.017704819727703
grpE	0.30236496587095524
proS	-3.39007697213376
proA	-1.3831299517845739
hisB	-2.6021046008892186
hupA	4.205603234735481
yhcB	4.393503460791271
ftsN	-1.33807550368546
ydhF	4.066966553436119
potG	-0.7837863068024398
copA	4.369553654597919
tas	1.7295059937015926
rfbD	1.7944086604949272
rsuA	-0.8534058063328002
ygiW	6.329045754310138
bolA	7.3487
rlmE	-3.0350185799375127
metB	-0.42414576791160646
fhuA	7.3487
prmA	-0.2052294496307028
seqA	0.45462903932324183
qorB	2.5241323713901815
argG	-3.8363407702583756
wecC	-0.10754978275551479
hslV	-1.2501015534360225
thrB	-1.4973668199344405
fumA	-3.1211706395136782
fecE	0.1520272904814492
ycfH	-2.4719499117246073
glk	-0.8007033565666639
ndk	-0.5633332315683938
prfC	-2.3034498396105265
yicH	3.4459056680642495
pepA	1.8693920587829402
mscS	-3.2432319140530654
gyrB	-1.5285431765809872
murC	0.4842419506994377
atpH	-1.455165475711853
yraP	2.9141614057045273
btuE	3.279660770897842
yebT	-1.0242151171122078
add	4.706278250083907
uxuA	1.0897694382718672
hisA	1.1300010136467193
pnp	-3.9777008879364946
tsaC	1.474970093747973
epmA	0.4036135123122438
cysD	-7.3487
miaA	-0.9662498017524768
malQ	-4.285184308426594
pckA	7.3487
rhlE	-2.265798869832553
rplC	4.596559961245371
zapB	1.2514864494254
rpsM	-7.136491466350609
manB	0.5618984774970575
nusB	-0.9900551202385524
hemC	4.1350472885262395
mdoH	0.3453211760533395
yadG	-1.9260757156071697
rpsS	-2.8037348059725873
yegQ	-3.307269834294305
rapZ	0.5107332533590457
msrB	4.226116685274034
panZ	-0.9690324346236905
mipA	-0.6116003737147852
yghJ	0.05630006535083477
nagB	4.811340479302418
ilvB	-1.1623583096277257
zapE	-0.5176478288275783
pykA	-0.23245452420131443
ypfJ	2.581071913515798
yciN	3.4736913857095066
queC	1.3644084850527916
cysI	-7.3487
iscR	-6.373905586149826
kpsU	-3.224095125703393
kpsF	-4.280149834680182
zwf	-0.558952470711482
glnS	-2.7674153090305147
trpGD	-5.604232055105806
metJ	4.368443877718126
ydcI	0.10307290290675652
fbaB	5.080898602704866
rdgB	0.14673652926398784
rpsE	-2.771924191306033
ycaR	-2.199933805963338
hemN	-2.7399901605038757
kdsD	0.23112766699226453
pntA	1.0637912479376281
erpA	3.2642967235494655
ldhA	6.354563434068023
psd	-1.6475733999583562
sbp	0.011479895596635212
leuB	-4.452541870474155
accC	-2.6209128551343572
sspA	-0.6895378506043337
clpX	-7.3487
pabB	-2.787277160963214
rpoZ	0.7052034115745716
secF	-1.1745140546032586
puuC	-0.49961615422196487
mgsA	2.7612402044276005
rplS	-2.7663766582462808
fdhD	-0.43111158481902423
ynjB	1.2101360416234197
epd	-0.787117583488987
galF	5.248329467981422
rpe	1.7666250300888424
gpmA	5.0448252183834805
rplF	-3.224665950118607
dtd	-2.3420085908488044
rlhA	-6.930648613444182
nuoC	-2.9910411684594984
elbB	2.6747609534222545
sufB	6.281726851461965
ygjR	2.0678235124936615
ratB	-0.16866674473922755
rnc	-1.0473263503229981
gcvT	-1.3892987687839953
manZ	3.114476212058258
trmL	1.2165927740602482
glcB	7.3487
metQ	3.9248735971891557
gabT	7.3487
ushA	6.890493193857508
rnb	-4.125308740829619
aroL	-0.24575284828594537
gutQ	1.141984219800416
rfbB	-1.2558812393363101
bamB	-1.5569676333150602
cysB	-3.9597177212892922
yjbB	0.30235949430872633
uvrB	1.3336149859060964
cysH	-3.45725131114525
nuoG	-4.823247272594873
fklB	-0.25630113398685606
nlpA	-6.639153261206095
dppF	-3.3487150958992413
pykF	-0.5637894360986102
modE	-0.4041470301515358
groS	-0.23742289524703314
mpaA	1.4211784202216986
lpxM	0.24040831529567624
ompA	6.020955399346064
bamD	2.266291539892203
livJ	5.898825539119795
avtA	-0.5292567707158871
nfuA	3.153793344906483
leuA	-7.3487
lpxD	0.18255937004510617
hinT	2.223764989145867
oppF	-2.077199912793382
folD	-2.4787753600524405
yibN	0.48390650729053564
yfeX	-2.876102183942833
allR	-3.1450260853552097
lysA	-2.260817196590556
nth	-1.0358994989815253
hisH	1.7725246398991052
msrA	6.790785952997447
hflD	-2.109005680961406
mfd	-1.2880444573773795
ybgI	1.062872124539986
malF	0.15702934684089997
dapA	-0.6882100530177512
fabD	4.713181797683788
nuoA	-1.0215371869194867
typA	-4.86951521386614
aroC	-2.129417517177383
ygiF	-1.2414577758788539
rplO	-6.605948688685573
aspC	-0.5925407045588493
mug	0.27692359094536373
yecM	1.7000997908085025
mog	2.997647388992756
wzzB	0.4473841927125414
yfcD	0.7110538005034849
ypeA	-0.5929670267102057
ompF	-2.2579299403850777
mdoD	0.5636858539044431
guaC	-0.24736581742396538
prs	0.5361274449609595
yqjG	4.3034004695485635
panB	2.8148015105090827
argI	0.27989104722261826
pspA	4.657364120177758
edd	0.05987506099320695
rnk	-1.0053732849019552
upp	-0.861288410568823
dps	7.3487
hisP	-4.582883557247797
plsB	2.125794529936072
bcp	1.8966645308698236
rpmE	-1.4989397915734402
ydgJ	-0.1456240029659544
secB	1.542890816300385
fabR	-1.827501294575375
yfcL	-1.8217345018923674
rsmB	-0.4173810489583039
sfsA	0.3908762481796252
ybeL	7.3487
bioH	0.07469662060605983
sucB	1.3236700588605461
purU	0.9813410622243687
gcd	5.597708650777577
tig	1.7532087992874683
pyrH	-0.1412006938958093
bcsZ	4.477213166991769
dacC	7.3487
greA	1.4430182007968857
tyrS	0.5608594890530724
bcsC	2.3040301545514303
rplX	-7.3487
deoD	4.249173754132666
iscU	-2.735333056414631
fabZ	-2.7193542357811338
iscS	-7.3487
nusG	0.45357312047845305
guaB	-5.321832872771195
dnaE	1.8981887970231937
yhbW	-2.6228412855518277
atpC	-0.4820040230826074
malK	7.3487
cydA	-0.4767509495735397
rob	4.2924032009672075
moaE	1.9965907551491802
lysC	0.8217081612840547
nadR	0.43230840496587225
pfkB	4.558043401244041
moaC	0.9263873098550663
yggE	7.3487
livK	2.7523628254118466
ssb	5.378287550227369
yhhX	2.399033716720968
ydhQ	1.3851101071919563
fabB	0.2397592476837669
yajQ	5.877958480185762
dnaT	1.5711843696705228
ibpA	-1.1087142985047287
yajC	-1.3970633027615758
queE	-0.151538259677864
degS	1.9323719232304952
rbsK	2.5681872607253515
prfA	-0.26606432050787643
rlmG	-1.9767444035918045
ydjN	-4.357180711327421
speC	0.6565121290305547
asmA	1.3063282832912566
hemG	-0.522936458938642
ansA	-2.9857829180697486
pepB	-1.8169979174300102
tldD	-1.4238237514410073
gor	-3.056672875215982
glgP	-0.6542213521403284
ybiV	1.58635765942057
gshB	1.3660620508923451
miaB	-7.3487
rbfA	2.4373994521681057
cpoB	-0.15663175280924316
pqiC	3.941601765153474
sseB	-0.6246049388617976
yhbS	7.3487
rlmL	-1.3746259626667052
nuoE	-2.5211304337328277
dnaJ	2.325708634789528
pspE	-0.9840740251858503
rffG	0.8153917890223314
lapA	-0.24960261379542395
aldA	7.3487
osmC	7.3487
ygiC	-0.16024397977882376
anmK	2.298201258162159
ftsA	-2.98067338654186
atpG	3.2657926462815112
entF	7.3487
ilvH	1.2122877359053865
fldB	2.663410461549767
ppiB	3.8082821930233712
gnd	-2.1753446525734863
frmR	1.022233315332679
yebY	0.2936948098142865
nemA	0.559642061506668
ptsI	-0.9017316750515522
fruA	2.0605131408164157
yajG	2.8035739916898383
lrhA	-0.7246664815943867
mglA	7.3487
rfbB	0.6023625590603418
fbp	0.6437073661106353
yjgA	6.08894574350561
pdxJ	0.5043724260306489
purT	-0.20399608971968392
prlC	-0.7966790851975141
nagD	-0.6921146311466606
fkpB	1.297236889562419
envC	0.02686117884460539
fepA	7.3487
vioB	-1.8868321140213142
rpmD	-3.9014414535958024
lysU	-1.6978775038741676
pliG	6.9805894886045925
rfbA	0.630664342955268
glpD	6.419671486828311
infA	-1.0957357253317739
yibT	7.3487
mtlA	7.3487
rplE	-7.3487
glgC	5.99722123973907
atpD	0.9900868376746561
gltD	-7.3487
murE	-0.19422149157878624
aceE	0.9944047997362787
speD	-5.9568545765532
frdA	3.7865728505768304
ptsH	-1.0854610551722401
ybiT	-2.4671458901557415
uvrA	-0.4456473969224323
gpmI	-5.4792458113901
grxD	-0.111206647182509
hfq	1.1994143127773265
yehS	0.18421196182170263
cysQ	7.3487
kpsE	-2.3936959717352746
gltB	-7.3487
hemB	-4.649641474189398
accA	0.3885344252151684
yqhD	7.3487
rnd	0.15778248142484302
ispF	2.1987359776636164
ycgL	0.5792637202170309
purN	-0.3047233391683129
manX	1.5862318738362995
can	-0.11986814041188557
mntR	-0.2593048672733505
purF	-2.5811626927948157
rplT	0.634369820656542
ymdB	7.3487
dcd	1.5413508322202307
maeA	-0.9765819529663838
ribD	2.39695264437204
ispA	1.1744012433571513
asd	1.8766215522966165
ybiB	6.2192929991454085
cusC	0.7964593562897703
fruB	2.0988933593248684
nadA	-5.054087317734005
htpG	0.839325355711918
hemD	0.1413012307548153
yecJ	0.6957978028928749
folP	2.1654353923043006
yjfP	1.8367662192795378
ghrA	1.35863580075927
cyaA	-4.03568369699419
mreC	-1.293972885379858
lpoA	1.2373058011862919
ybaK	2.1530125180497826
sohB	0.7882306668605352
yejG	-2.5260309926734377
purA	-3.017858753011738
puuE	-1.0904555014494994
fldA	3.7067676297703263
gltA	7.033728778443667
flgG	-7.112766240876366
wzzE	2.103942076650828
cyoA	1.8725387937648381
lpxA	-0.5591653206804642
gloB	-0.6430845090893964
rpsG	-2.5671751011834516
leuC	-7.3487
hflK	1.395643750900619
ybhC	0.12654052798279605
cysM	-6.0666428614727534
fdhE	-1.1773177775917831
surA	4.612789135505531
fabI	-0.9022625896987218
ygfB	1.0478331290070344
thyA	-2.5822412509774786
rplK	2.308674022350296
ychF	-3.1715115955206037
rseB	0.5414889547415996
dosC	-3.720282573069584
pth	0.6118736079860301
ycdY	0.21880813860244658
rimO	-7.315554340634312
yhgF	-5.199973197982719
roxA	3.8021704534504535
arcA	7.287003796522136
sdhA	-1.923962712382432
artI	3.83649254560508
pyrC	0.5883100066272587
gapA	1.972754453198056
atpA	-0.6669092832696699
nadC	-1.393445306250361
malP	0.7624999752522288
ruvB	-3.042355108399287
purK	-1.0147509404452384
vioA	-3.458223896877524
truB	0.6165775100055223
tpiA	-2.138658751218826
dapF	-1.979236135917217
rlmF	-1.3389524098897196
ydjA	4.7989082978141875
yihD	2.0007953137378727
msrC	-1.344030914882937
yciI	3.0900058207403034
pqqL	5.73466748917847
yqcA	1.6594872336078448
aroD	-0.7547191789269261
yceB	0.33122454842161386
ilvC	-7.1190992609417565
solA	-2.278726824888226
rof	7.157066244318818
sdhB	-0.3680794516948799
bglX	1.6400948529704438
frsA	1.1912352294825825
rlmN	-7.3487
ybaB	-0.32334914742919746
cysE	-3.3814645772810223
frr	4.204172587076147
glnE	1.5229203594614256
cdh	1.2774053058359454
zipA	3.0472887333911203
dxr	0.4024748904664939
ycbB	4.316822110408957
parE	-1.900131498718207
ppiA	3.0297897402152913
fadB	6.583823193035784
lptD	2.644568098460473
hemL	0.6817673492485141
sufC	3.5695327468088918
hisI	-5.1606527013343975
topA	-0.9581475190577755
ynhG	6.399508264181443
argB	-4.320266143871596
moeA	1.8753363174115647
selD	4.486056658698517
sapF	-0.6799460199809332
trmA	-2.582906106344132
glgA	6.260004311670997
glnQ	-0.7013479292879652
yrdA	-3.0056879757178097
rplY	-3.4857705806029022
gltX	0.8213811861563763
fhuE	7.3487
cysA	-7.3487
mnmA	-1.6035829527339904
ybfF	1.32319436267108
ypdB	1.7241221885229356
pdxY	-2.9702445521072653
cusB	-2.4349152780224
rcsF	2.2208751661962562
rstA	-0.5531729787821256
ligA	1.6418306816324733
ffh	-0.6240101405052119
rnr	1.12174730862446
acrB	1.3675017490876336
lolC	-1.5984777273620656
rluC	-1.643976818693829
murG	0.03566656221303216
crp	-1.6888270143318085
rna	4.480563607247272
fre	-6.6557925038992165
ftsH	-6.7633266010469715
gmhB	0.2878730302258749
talA	6.564364558358342
rsmI	0.4134174640222754
ubiD	-0.029925050436313404
malE	7.3487
carB	-3.008946455243435
ompR	7.3487
rluF	-2.9618114186342313
metG	-1.1753605801358127
ygiN	2.28910295785392
thrS	2.7447407472948746
yciO	7.3334529519358655
rpoD	1.9802490189968647
metR	-2.5027063491782338
dksA	6.926879220533837
yajL	0.4571079030262203
artP	2.0308619118598923
galM	-2.5115382860827715
argP	-0.13102297673978344
gstB	0.8904068146329398
ridA	1.649732700956361
deoR	0.9436109900246452
oxyR	-4.540789614610123
hldE	-2.4057780636241284
yidB	2.3255310440027452
flgE	-7.3487
speB	-0.45071544248740497
yebC	-1.2972937969276759
eda	2.494775433770597
asnS	0.6068167752656645
kdgR	2.924913049280551
cydC	-0.1690224045789206
rluB	-0.09082011993587728
pyrE	-1.07240521803085
ychN	4.895847418899811
ilvN	-1.95281402101168
sixA	-7.3487
rseP	-3.763735953238875
purE	0.5546478992904592
iadA	0.46662689021398673
kbl	1.2019808447077702
nuoI	-3.1045359941759436
glnA	-2.8385704675739345
sapA	1.5150715506929189
ybjQ	6.60918436849509
mppA	5.818946776330357
fucI	7.105830828995547
mlaF	-0.14073714854783767
hisS	-2.723838856317674
pepP	2.7793260708900998
guaA	-3.2455636388219955
tusC	1.9914070597247306
ppnN	5.060199035474918
prkB	2.1652388088887276
panC	-1.5352752734091535
rplM	5.712594177565993
luxS	3.4653520835882037
tsaE	-1.4027049223718895
pheS	-3.9509599003560547
mukE	-0.08411462928854686
glmU	-1.3512819379563201
rsmC	-1.1650131584843806
agp	6.570270822776763
tilS	1.5056500398647303
yddB	4.063818043311502
aceB	7.3487
hisG	2.574824983099359
cpxR	3.803441832812704
yciT	-1.8275307057096728
metL	-3.205673531402151
aspA	7.3487
hemX	2.6082708799032464
relA	-0.380833760375089
tamA	0.3100709819556901
ispB	1.5026197247782183
rsmF	0.03467573696644277
prfB	-1.4993050152236547
yghU	2.312586048262439
creA	2.289484396455559
iscA	-1.6038489563922012
fnr	-7.139809411143999
tyrB	-5.5436567424473004
dsdA	1.6505473602149392
ptrA	0.3926223672423853
purD	-0.041703452420773446
yaeP	3.898465927805382
nudK	-0.06700683617174752
hemE	1.797827624434467
hemY	1.2972963922460556
purT	-1.5114952979592644
hdhA	1.2029388110529995
malM	-1.6202136983763331
cysP	3.475340216085306
rfaF	-0.47651703510810717
modF	-1.5103425860812991
bcsG	-3.415007694780295
secD	-4.087917588960748
ftsZ	-7.3487
aroK	1.4276014149961764
rpsH	-1.6990031921677848
pepD	1.242339139174453
sufA	6.495401310656808
yhiN	2.1792349760050076
fabA	-0.3116495834748807
yeiR	1.233116086581702
rpiA	4.468512792652717
hxpB	0.29018421798000077
proC	2.5946953673096003
queD	0.7772809811876833
glpX	0.3503453020323422
bisC	-0.5981068310685425
trxB	-2.533132643015042
zapA	1.9040614350383709
aroF	-7.3487
spoT	-0.09419255698449272
radA	-2.5966896799889225
pcnB	-7.209857913299102
yncE	3.451475054358423
thiD	-2.153817782595933
gss	-1.2851621650976985
udk	-1.604464308760892
gdhA	1.236857040029533
pal	2.1445243162255303
lolA	2.4763261114011326
rodZ	1.391306771439703
sufS	7.3487
trpS	-1.2890484337463006
glpK	7.3487
cytR	-0.2294957817614944
eno	5.939609447496933
acnA	7.3487
ydbK	5.05707560244971
stpA	3.6549946716272887
purB	-0.20350182944667203
nudE	-3.0882754621513677
tktB	3.8272952962567857
tyrR	1.454463006576899
ddlA	-3.345766665630928
cysJ	-7.080403426730118
rpoB	0.23423883325477493
dapE	-2.806650854432438
cmoA	-2.557875198450191
gyrA	-2.088507104821146
lnt	0.6688430791639384
glyQ	-1.7568281301046778
map	-0.16573179787073425
manA	0.889327814012143
thrA	-4.339216007913767
oppD	-0.432949716890919
mnmE	-1.0982530886124704
pepN	6.38758457275495
ygiM	2.4095242092431755
