protein	log2FC	p-val
sp|P0A9Y6|CSPC_ECOLI	-0.328	0.033
sp|P0ADQ7|YGAM_ECOLI	0.773	3.949e-06
sp|P30859|ARTI_ECOLI	0.178	0.101
sp|P25737|LYSP_ECOLI	0.302	0.121
sp|P64463|YDFZ_ECOLI	0.737	0.011
sp|P0ABP8|DEOD_ECOLI	0.296	0.005
sp|P18843|NADE_ECOLI	0.221	0.035
sp|P37329|MODA_ECOLI	3.231	0.0
sp|P77689|SUFD_ECOLI	-0.223	0.161
sp|P69054|DHSC_ECOLI	0.443	0.022
sp|P76193|YNHG_ECOLI	0.308	0.013
sp|P37645|YHJG_ECOLI	1.138	4.441e-16
sp|P33218|YEBE_ECOLI	0.559	0.01
sp|P25516|ACNA_ECOLI	1.16	0.0
sp|P08312|SYFA_ECOLI	0.386	8.882e-06
sp|P0A9T0|SERA_ECOLI	-0.615	2.887e-15
sp|P0ADK0|YIAF_ECOLI	0.074	0.677
sp|P0A908|MIPA_ECOLI	-0.141	0.354
sp|P09148|GAL7_ECOLI	0.324	0.016
sp|P30125|LEU3_ECOLI	0.698	2.22e-15
sp|P75791|YBIU_ECOLI	-0.334	0.041
sp|P09394|GLPQ_ECOLI	-0.795	0.011
sp|P52097|TILS_ECOLI	0.33	0.166
sp|P00452|RIR1_ECOLI	0.062	0.24
sp|P36562|COBT_ECOLI	0.003	1.0
sp|P21363|YCIE_ECOLI	1.28	9.31e-07
sp|Q47147|YAFJ_ECOLI	0.316	0.325
sp|P0A6I9|COAE_ECOLI	0.425	0.059
sp|P45470|YHBO_ECOLI	0.727	3.896e-05
sp|P77552|YDHQ_ECOLI	-0.381	0.102
sp|P69411|RCSF_ECOLI	0.372	0.066
sp|P0A9M2|HPRT_ECOLI	-0.4	0.006
sp|P0A912|PAL_ECOLI	-0.365	0.0003284
sp|P0ADG4|SUHB_ECOLI	-0.844	2.148e-05
sp|P08957|T1MK_ECOLI	-0.309	0.012
sp|P0A9W0|ULAR_ECOLI	0.161	0.557
sp|P0A9F3|CYSB_ECOLI	-0.124	0.249
sp|P29745|PEPT_ECOLI	0.447	4.761e-05
sp|P39315|QOR2_ECOLI	0.508	0.0006944
sp|P0A6J5|DADA_ECOLI	-0.411	0.003
sp|P23883|PUUC_ECOLI	-0.155	0.254
sp|P09053|AVTA_ECOLI	0.015	0.794
sp|P26646|ACUI_ECOLI	0.614	8.584e-10
sp|P0A786|PYRB_ECOLI	-0.819	0.0
sp|P0A7S3|RS12_ECOLI	-0.372	0.006
sp|P0A8A0|YEBC_ECOLI	-0.063	0.916
sp|P0AGK1|UBIA_ECOLI	0.241	0.532
sp|P0AFG0|NUSG_ECOLI	-0.1	0.356
sp|P77239|CUSB_ECOLI	0.069	0.664
sp|P75838|YCAO_ECOLI	-0.553	0.0009514
sp|P25742|RFAQ_ECOLI	-0.007	0.902
sp|P0AEV1|RSSB_ECOLI	0.306	0.58
sp|P22729|LIVM_ECOLI	0.002	0.777
sp|P22188|MURE_ECOLI	-0.34	0.004
sp|P0AG59|RS14_ECOLI	-0.572	0.003
sp|P0A6F1|CARA_ECOLI	-0.977	0.0
sp|P21893|RECJ_ECOLI	-0.416	0.185
sp|P75713|ALLE_ECOLI	0.346	0.086
sp|P39173|YEAD_ECOLI	-0.37	6.401e-05
sp|P21177|FADB_ECOLI	1.656	0.0
sp|P77739|YNIA_ECOLI	1.21	2.089e-10
sp|P06992|RSMA_ECOLI	-0.577	0.029
sp|P0AC19|FOLX_ECOLI	0.033	0.983
sp|P30126|LEUD_ECOLI	0.818	7.907e-10
